,label,charge
http://dl-learner.org/carcinogenesis#d169_7,2.0,0.13
http://dl-learner.org/carcinogenesis#d169_8,2.0,0.13
http://dl-learner.org/carcinogenesis#d169_9,2.0,0.13
http://dl-learner.org/carcinogenesis#d16_1,2.0,-0.124
http://dl-learner.org/carcinogenesis#d16_10,2.0,0.135
http://dl-learner.org/carcinogenesis#d16_11,2.0,0.555
http://dl-learner.org/carcinogenesis#d16_12,2.0,0.006
http://dl-learner.org/carcinogenesis#d16_13,2.0,0.006
http://dl-learner.org/carcinogenesis#d16_14,2.0,0.555
http://dl-learner.org/carcinogenesis#d16_15,2.0,-0.124
http://dl-learner.org/carcinogenesis#d16_16,2.0,-0.124
http://dl-learner.org/carcinogenesis#d16_17,2.0,-0.175
http://dl-learner.org/carcinogenesis#d16_18,2.0,-0.124
http://dl-learner.org/carcinogenesis#d16_19,2.0,0.135
http://dl-learner.org/carcinogenesis#d16_2,2.0,-0.124
http://dl-learner.org/carcinogenesis#d16_20,2.0,0.135
http://dl-learner.org/carcinogenesis#d16_21,2.0,-0.545
http://dl-learner.org/carcinogenesis#d16_22,2.0,-0.545
http://dl-learner.org/carcinogenesis#d16_23,2.0,0.805
http://dl-learner.org/carcinogenesis#d16_24,2.0,0.006
http://dl-learner.org/carcinogenesis#d16_25,2.0,0.056
http://dl-learner.org/carcinogenesis#d16_26,2.0,0.056
http://dl-learner.org/carcinogenesis#d16_27,2.0,0.056
http://dl-learner.org/carcinogenesis#d16_28,2.0,-0.395
http://dl-learner.org/carcinogenesis#d16_29,2.0,-0.395
http://dl-learner.org/carcinogenesis#d16_3,2.0,0.006
http://dl-learner.org/carcinogenesis#d16_4,2.0,0.006
http://dl-learner.org/carcinogenesis#d16_5,2.0,-0.124
http://dl-learner.org/carcinogenesis#d16_6,2.0,-0.124
http://dl-learner.org/carcinogenesis#d16_7,2.0,0.135
http://dl-learner.org/carcinogenesis#d16_8,2.0,0.135
http://dl-learner.org/carcinogenesis#d16_9,2.0,0.135
http://dl-learner.org/carcinogenesis#d170_1,2.0,-0.107
http://dl-learner.org/carcinogenesis#d170_10,2.0,0.153
http://dl-learner.org/carcinogenesis#d170_11,2.0,0.724
http://dl-learner.org/carcinogenesis#d170_12,2.0,-0.626
http://dl-learner.org/carcinogenesis#d170_13,2.0,0.724
http://dl-learner.org/carcinogenesis#d170_14,2.0,-0.526
http://dl-learner.org/carcinogenesis#d170_15,2.0,-0.526
http://dl-learner.org/carcinogenesis#d170_2,2.0,-0.107
http://dl-learner.org/carcinogenesis#d170_3,2.0,0.023
http://dl-learner.org/carcinogenesis#d170_4,2.0,0.023
http://dl-learner.org/carcinogenesis#d170_5,2.0,-0.107
http://dl-learner.org/carcinogenesis#d170_6,2.0,-0.107
http://dl-learner.org/carcinogenesis#d170_7,2.0,0.153
http://dl-learner.org/carcinogenesis#d170_8,2.0,0.153
http://dl-learner.org/carcinogenesis#d170_9,2.0,0.153
http://dl-learner.org/carcinogenesis#d171_1,2.0,-0.166
http://dl-learner.org/carcinogenesis#d171_10,2.0,0.144
http://dl-learner.org/carcinogenesis#d171_11,2.0,0.013
http://dl-learner.org/carcinogenesis#d171_12,2.0,0.063
http://dl-learner.org/carcinogenesis#d171_13,2.0,0.063
http://dl-learner.org/carcinogenesis#d171_14,2.0,0.063
http://dl-learner.org/carcinogenesis#d171_15,2.0,0.364
http://dl-learner.org/carcinogenesis#d171_16,2.0,-0.386
http://dl-learner.org/carcinogenesis#d171_17,2.0,0.614
http://dl-learner.org/carcinogenesis#d171_18,2.0,-0.386
http://dl-learner.org/carcinogenesis#d171_19,2.0,-0.236
http://dl-learner.org/carcinogenesis#d171_2,2.0,-0.117
http://dl-learner.org/carcinogenesis#d171_20,2.0,-0.236
http://dl-learner.org/carcinogenesis#d171_21,2.0,0.314
http://dl-learner.org/carcinogenesis#d171_22,2.0,-0.536
http://dl-learner.org/carcinogenesis#d171_23,2.0,0.013
http://dl-learner.org/carcinogenesis#d171_24,2.0,-0.087
http://dl-learner.org/carcinogenesis#d171_25,2.0,-0.087
http://dl-learner.org/carcinogenesis#d171_26,2.0,-0.087
http://dl-learner.org/carcinogenesis#d171_27,2.0,-0.087
http://dl-learner.org/carcinogenesis#d171_28,2.0,0.013
http://dl-learner.org/carcinogenesis#d171_29,2.0,-0.286
http://dl-learner.org/carcinogenesis#d171_3,2.0,-0.117
http://dl-learner.org/carcinogenesis#d171_30,2.0,0.063
http://dl-learner.org/carcinogenesis#d171_31,2.0,0.063
http://dl-learner.org/carcinogenesis#d171_32,2.0,0.063
http://dl-learner.org/carcinogenesis#d171_33,2.0,0.063
http://dl-learner.org/carcinogenesis#d171_34,2.0,0.063
http://dl-learner.org/carcinogenesis#d171_35,2.0,0.063
http://dl-learner.org/carcinogenesis#d171_36,2.0,0.063
http://dl-learner.org/carcinogenesis#d171_37,2.0,0.063
http://dl-learner.org/carcinogenesis#d171_38,2.0,0.063
http://dl-learner.org/carcinogenesis#d171_39,2.0,0.063
http://dl-learner.org/carcinogenesis#d171_4,2.0,-0.117
http://dl-learner.org/carcinogenesis#d171_40,2.0,0.063
http://dl-learner.org/carcinogenesis#d171_41,2.0,0.063
http://dl-learner.org/carcinogenesis#d171_42,2.0,0.314
http://dl-learner.org/carcinogenesis#d171_5,2.0,-0.117
http://dl-learner.org/carcinogenesis#d171_6,2.0,-0.117
http://dl-learner.org/carcinogenesis#d171_7,2.0,0.143
http://dl-learner.org/carcinogenesis#d171_8,2.0,0.144
http://dl-learner.org/carcinogenesis#d171_9,2.0,0.144
http://dl-learner.org/carcinogenesis#d172_1,2.0,0.99
http://dl-learner.org/carcinogenesis#d172_10,2.0,-0.14
http://dl-learner.org/carcinogenesis#d172_11,2.0,0.12
http://dl-learner.org/carcinogenesis#d172_12,2.0,0.12
http://dl-learner.org/carcinogenesis#d172_13,2.0,0.12
http://dl-learner.org/carcinogenesis#d172_14,2.0,0.12
http://dl-learner.org/carcinogenesis#d172_15,2.0,0.12
http://dl-learner.org/carcinogenesis#d172_16,2.0,-0.14
http://dl-learner.org/carcinogenesis#d172_17,2.0,-0.14
http://dl-learner.org/carcinogenesis#d172_18,2.0,-0.14
http://dl-learner.org/carcinogenesis#d172_19,2.0,-0.14
http://dl-learner.org/carcinogenesis#d172_2,2.0,-0.66
http://dl-learner.org/carcinogenesis#d172_20,2.0,-0.14
http://dl-learner.org/carcinogenesis#d172_21,2.0,0.12
http://dl-learner.org/carcinogenesis#d172_22,2.0,0.12
http://dl-learner.org/carcinogenesis#d172_23,2.0,0.12
http://dl-learner.org/carcinogenesis#d172_24,2.0,0.12
http://dl-learner.org/carcinogenesis#d172_25,2.0,0.12
http://dl-learner.org/carcinogenesis#d172_26,2.0,-0.14
http://dl-learner.org/carcinogenesis#d172_27,2.0,-0.14
http://dl-learner.org/carcinogenesis#d172_28,2.0,-0.14
http://dl-learner.org/carcinogenesis#d172_29,2.0,-0.14
http://dl-learner.org/carcinogenesis#d172_3,2.0,-0.14
http://dl-learner.org/carcinogenesis#d172_30,2.0,-0.14
http://dl-learner.org/carcinogenesis#d172_31,2.0,0.12
http://dl-learner.org/carcinogenesis#d172_32,2.0,0.12
http://dl-learner.org/carcinogenesis#d172_33,2.0,0.12
http://dl-learner.org/carcinogenesis#d172_34,2.0,0.12
http://dl-learner.org/carcinogenesis#d172_35,2.0,0.12
http://dl-learner.org/carcinogenesis#d172_36,2.0,0.39
http://dl-learner.org/carcinogenesis#d172_4,2.0,-0.14
http://dl-learner.org/carcinogenesis#d172_5,2.0,-0.14
http://dl-learner.org/carcinogenesis#d172_6,2.0,-0.14
http://dl-learner.org/carcinogenesis#d172_7,2.0,-0.14
http://dl-learner.org/carcinogenesis#d172_8,2.0,-0.14
http://dl-learner.org/carcinogenesis#d172_9,2.0,-0.14
http://dl-learner.org/carcinogenesis#d173_1,2.0,0.217
http://dl-learner.org/carcinogenesis#d173_10,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_11,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_12,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_13,2.0,-0.073
http://dl-learner.org/carcinogenesis#d173_14,2.0,-0.073
http://dl-learner.org/carcinogenesis#d173_15,2.0,-0.123
http://dl-learner.org/carcinogenesis#d173_16,2.0,-0.123
http://dl-learner.org/carcinogenesis#d173_17,2.0,-0.003
http://dl-learner.org/carcinogenesis#d173_18,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_19,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_2,2.0,-0.073
http://dl-learner.org/carcinogenesis#d173_20,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_21,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_22,2.0,-0.123
http://dl-learner.org/carcinogenesis#d173_23,2.0,-0.273
http://dl-learner.org/carcinogenesis#d173_24,2.0,-0.073
http://dl-learner.org/carcinogenesis#d173_25,2.0,-0.073
http://dl-learner.org/carcinogenesis#d173_26,2.0,-0.003
http://dl-learner.org/carcinogenesis#d173_27,2.0,-0.003
http://dl-learner.org/carcinogenesis#d173_28,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_29,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_3,2.0,-0.123
http://dl-learner.org/carcinogenesis#d173_30,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_31,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_32,2.0,-0.123
http://dl-learner.org/carcinogenesis#d173_33,2.0,-0.073
http://dl-learner.org/carcinogenesis#d173_34,2.0,-0.073
http://dl-learner.org/carcinogenesis#d173_35,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_36,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_37,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_38,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_39,2.0,-0.003
http://dl-learner.org/carcinogenesis#d173_4,2.0,-0.273
http://dl-learner.org/carcinogenesis#d173_40,2.0,-0.623
http://dl-learner.org/carcinogenesis#d173_41,2.0,0.087
http://dl-learner.org/carcinogenesis#d173_42,2.0,-0.063
http://dl-learner.org/carcinogenesis#d173_43,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_44,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_45,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_46,2.0,-0.063
http://dl-learner.org/carcinogenesis#d173_47,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_48,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_49,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_5,2.0,-0.073
http://dl-learner.org/carcinogenesis#d173_50,2.0,-0.123
http://dl-learner.org/carcinogenesis#d173_51,2.0,-0.003
http://dl-learner.org/carcinogenesis#d173_52,2.0,-0.123
http://dl-learner.org/carcinogenesis#d173_53,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_54,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_55,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_56,2.0,-0.073
http://dl-learner.org/carcinogenesis#d173_57,2.0,-0.003
http://dl-learner.org/carcinogenesis#d173_58,2.0,-0.073
http://dl-learner.org/carcinogenesis#d173_59,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_6,2.0,-0.073
http://dl-learner.org/carcinogenesis#d173_60,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_61,2.0,0.808
http://dl-learner.org/carcinogenesis#d173_62,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_63,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_64,2.0,-0.643
http://dl-learner.org/carcinogenesis#d173_65,2.0,-0.583
http://dl-learner.org/carcinogenesis#d173_66,2.0,0.427
http://dl-learner.org/carcinogenesis#d173_67,2.0,0.277
http://dl-learner.org/carcinogenesis#d173_7,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_8,2.0,0.077
http://dl-learner.org/carcinogenesis#d173_9,2.0,0.077
http://dl-learner.org/carcinogenesis#d174_1,2.0,-0.65
http://dl-learner.org/carcinogenesis#d174_10,2.0,0.19
http://dl-learner.org/carcinogenesis#d174_11,2.0,0.06
http://dl-learner.org/carcinogenesis#d174_12,2.0,-0.65
http://dl-learner.org/carcinogenesis#d174_13,2.0,0.19
http://dl-learner.org/carcinogenesis#d174_14,2.0,0.06
http://dl-learner.org/carcinogenesis#d174_15,2.0,-0.65
http://dl-learner.org/carcinogenesis#d174_16,2.0,0.17
http://dl-learner.org/carcinogenesis#d174_17,2.0,0.06
http://dl-learner.org/carcinogenesis#d174_18,2.0,-0.65
http://dl-learner.org/carcinogenesis#d174_19,2.0,0.04
http://dl-learner.org/carcinogenesis#d174_2,2.0,0.17
http://dl-learner.org/carcinogenesis#d174_20,2.0,0.04
http://dl-learner.org/carcinogenesis#d174_21,2.0,0.4
http://dl-learner.org/carcinogenesis#d174_22,2.0,0.4
http://dl-learner.org/carcinogenesis#d174_23,2.0,0.4
http://dl-learner.org/carcinogenesis#d174_24,2.0,0.4
http://dl-learner.org/carcinogenesis#d174_25,2.0,0.4
http://dl-learner.org/carcinogenesis#d174_26,2.0,0.4
http://dl-learner.org/carcinogenesis#d174_3,2.0,0.19
http://dl-learner.org/carcinogenesis#d174_4,2.0,0.04
http://dl-learner.org/carcinogenesis#d174_5,2.0,0.04
http://dl-learner.org/carcinogenesis#d174_6,2.0,-0.65
http://dl-learner.org/carcinogenesis#d174_7,2.0,0.19
http://dl-learner.org/carcinogenesis#d174_8,2.0,0.06
http://dl-learner.org/carcinogenesis#d174_9,2.0,-0.65
http://dl-learner.org/carcinogenesis#d175_1,2.0,-0.192
http://dl-learner.org/carcinogenesis#d175_10,2.0,0.068
http://dl-learner.org/carcinogenesis#d175_11,2.0,0.068
http://dl-learner.org/carcinogenesis#d175_12,2.0,-0.162
http://dl-learner.org/carcinogenesis#d175_13,2.0,-0.062
http://dl-learner.org/carcinogenesis#d175_14,2.0,-0.012
http://dl-learner.org/carcinogenesis#d175_15,2.0,-0.012
http://dl-learner.org/carcinogenesis#d175_16,2.0,-0.461
http://dl-learner.org/carcinogenesis#d175_17,2.0,-0.012
http://dl-learner.org/carcinogenesis#d175_18,2.0,-0.012
http://dl-learner.org/carcinogenesis#d175_19,2.0,0.539
http://dl-learner.org/carcinogenesis#d175_2,2.0,-0.192
http://dl-learner.org/carcinogenesis#d175_20,2.0,-0.112
http://dl-learner.org/carcinogenesis#d175_21,2.0,-0.461
http://dl-learner.org/carcinogenesis#d175_22,2.0,0.539
http://dl-learner.org/carcinogenesis#d175_23,2.0,-0.112
http://dl-learner.org/carcinogenesis#d175_24,2.0,-0.511
http://dl-learner.org/carcinogenesis#d175_25,2.0,0.238
http://dl-learner.org/carcinogenesis#d175_26,2.0,0.239
http://dl-learner.org/carcinogenesis#d175_27,2.0,0.239
http://dl-learner.org/carcinogenesis#d175_28,2.0,0.239
http://dl-learner.org/carcinogenesis#d175_29,2.0,0.289
http://dl-learner.org/carcinogenesis#d175_3,2.0,-0.192
http://dl-learner.org/carcinogenesis#d175_30,2.0,0.289
http://dl-learner.org/carcinogenesis#d175_4,2.0,-0.062
http://dl-learner.org/carcinogenesis#d175_5,2.0,-0.192
http://dl-learner.org/carcinogenesis#d175_6,2.0,-0.192
http://dl-learner.org/carcinogenesis#d175_7,2.0,0.068
http://dl-learner.org/carcinogenesis#d175_8,2.0,0.068
http://dl-learner.org/carcinogenesis#d175_9,2.0,0.068
http://dl-learner.org/carcinogenesis#d176_1,2.0,-0.13
http://dl-learner.org/carcinogenesis#d176_10,2.0,0.13
http://dl-learner.org/carcinogenesis#d176_11,2.0,0.55
http://dl-learner.org/carcinogenesis#d176_12,2.0,-0.55
http://dl-learner.org/carcinogenesis#d176_13,2.0,-0.6
http://dl-learner.org/carcinogenesis#d176_14,2.0,0.55
http://dl-learner.org/carcinogenesis#d176_15,2.0,-0.6
http://dl-learner.org/carcinogenesis#d176_16,2.0,-0.55
http://dl-learner.org/carcinogenesis#d176_17,2.0,0.3
http://dl-learner.org/carcinogenesis#d176_18,2.0,0.3
http://dl-learner.org/carcinogenesis#d176_19,2.0,0.3
http://dl-learner.org/carcinogenesis#d176_2,2.0,-0.13
http://dl-learner.org/carcinogenesis#d176_20,2.0,0.3
http://dl-learner.org/carcinogenesis#d176_3,2.0,0.0
http://dl-learner.org/carcinogenesis#d176_4,2.0,0.0
http://dl-learner.org/carcinogenesis#d176_5,2.0,-0.13
http://dl-learner.org/carcinogenesis#d176_6,2.0,-0.13
http://dl-learner.org/carcinogenesis#d176_7,2.0,0.13
http://dl-learner.org/carcinogenesis#d176_8,2.0,0.13
http://dl-learner.org/carcinogenesis#d176_9,2.0,0.13
http://dl-learner.org/carcinogenesis#d177_1,2.0,-0.124
http://dl-learner.org/carcinogenesis#d177_10,2.0,0.096
http://dl-learner.org/carcinogenesis#d177_11,2.0,-0.223
http://dl-learner.org/carcinogenesis#d177_12,2.0,0.056
http://dl-learner.org/carcinogenesis#d177_13,2.0,0.056
http://dl-learner.org/carcinogenesis#d177_14,2.0,-0.094
http://dl-learner.org/carcinogenesis#d177_15,2.0,-0.094
http://dl-learner.org/carcinogenesis#d177_16,2.0,0.056
http://dl-learner.org/carcinogenesis#d177_17,2.0,0.056
http://dl-learner.org/carcinogenesis#d177_18,2.0,-0.144
http://dl-learner.org/carcinogenesis#d177_19,2.0,0.056
http://dl-learner.org/carcinogenesis#d177_2,2.0,-0.124
http://dl-learner.org/carcinogenesis#d177_20,2.0,0.056
http://dl-learner.org/carcinogenesis#d177_21,2.0,0.056
http://dl-learner.org/carcinogenesis#d177_22,2.0,0.056
http://dl-learner.org/carcinogenesis#d177_23,2.0,0.056
http://dl-learner.org/carcinogenesis#d177_24,2.0,0.026
http://dl-learner.org/carcinogenesis#d177_25,2.0,-0.363
http://dl-learner.org/carcinogenesis#d177_26,2.0,0.056
http://dl-learner.org/carcinogenesis#d177_27,2.0,0.056
http://dl-learner.org/carcinogenesis#d177_28,2.0,0.026
http://dl-learner.org/carcinogenesis#d177_29,2.0,0.026
http://dl-learner.org/carcinogenesis#d177_3,2.0,0.187
http://dl-learner.org/carcinogenesis#d177_30,2.0,0.066
http://dl-learner.org/carcinogenesis#d177_31,2.0,0.066
http://dl-learner.org/carcinogenesis#d177_32,2.0,-0.363
http://dl-learner.org/carcinogenesis#d177_33,2.0,0.066
http://dl-learner.org/carcinogenesis#d177_34,2.0,0.066
http://dl-learner.org/carcinogenesis#d177_35,2.0,0.026
http://dl-learner.org/carcinogenesis#d177_36,2.0,0.026
http://dl-learner.org/carcinogenesis#d177_37,2.0,0.066
http://dl-learner.org/carcinogenesis#d177_38,2.0,0.066
http://dl-learner.org/carcinogenesis#d177_39,2.0,-0.363
http://dl-learner.org/carcinogenesis#d177_4,2.0,0.186
http://dl-learner.org/carcinogenesis#d177_40,2.0,0.066
http://dl-learner.org/carcinogenesis#d177_41,2.0,0.066
http://dl-learner.org/carcinogenesis#d177_42,2.0,0.026
http://dl-learner.org/carcinogenesis#d177_43,2.0,-0.094
http://dl-learner.org/carcinogenesis#d177_44,2.0,0.066
http://dl-learner.org/carcinogenesis#d177_45,2.0,0.066
http://dl-learner.org/carcinogenesis#d177_46,2.0,-0.094
http://dl-learner.org/carcinogenesis#d177_47,2.0,0.056
http://dl-learner.org/carcinogenesis#d177_48,2.0,0.056
http://dl-learner.org/carcinogenesis#d177_49,2.0,-0.144
http://dl-learner.org/carcinogenesis#d177_5,2.0,-0.124
http://dl-learner.org/carcinogenesis#d177_50,2.0,0.056
http://dl-learner.org/carcinogenesis#d177_51,2.0,0.056
http://dl-learner.org/carcinogenesis#d177_52,2.0,0.056
http://dl-learner.org/carcinogenesis#d177_53,2.0,0.056
http://dl-learner.org/carcinogenesis#d177_54,2.0,0.056
http://dl-learner.org/carcinogenesis#d177_6,2.0,0.006
http://dl-learner.org/carcinogenesis#d177_7,2.0,0.136
http://dl-learner.org/carcinogenesis#d177_8,2.0,0.136
http://dl-learner.org/carcinogenesis#d177_9,2.0,-0.223
http://dl-learner.org/carcinogenesis#d178_1,2.0,1.034
http://dl-learner.org/carcinogenesis#d178_2,2.0,-0.517
http://dl-learner.org/carcinogenesis#d178_3,2.0,-0.517
http://dl-learner.org/carcinogenesis#d179_1,2.0,-0.12
http://dl-learner.org/carcinogenesis#d179_10,2.0,0.14
http://dl-learner.org/carcinogenesis#d179_11,2.0,0.01
http://dl-learner.org/carcinogenesis#d179_12,2.0,0.06
http://dl-learner.org/carcinogenesis#d179_13,2.0,0.06
http://dl-learner.org/carcinogenesis#d179_14,2.0,0.06
http://dl-learner.org/carcinogenesis#d179_15,2.0,0.36
http://dl-learner.org/carcinogenesis#d179_16,2.0,-0.24
http://dl-learner.org/carcinogenesis#d179_17,2.0,-0.24
http://dl-learner.org/carcinogenesis#d179_18,2.0,-0.39
http://dl-learner.org/carcinogenesis#d179_19,2.0,0.61
http://dl-learner.org/carcinogenesis#d179_2,2.0,-0.12
http://dl-learner.org/carcinogenesis#d179_20,2.0,-0.54
http://dl-learner.org/carcinogenesis#d179_21,2.0,-0.39
http://dl-learner.org/carcinogenesis#d179_22,2.0,0.01
http://dl-learner.org/carcinogenesis#d179_23,2.0,-0.09
http://dl-learner.org/carcinogenesis#d179_24,2.0,0.06
http://dl-learner.org/carcinogenesis#d179_25,2.0,0.06
http://dl-learner.org/carcinogenesis#d179_26,2.0,-0.09
http://dl-learner.org/carcinogenesis#d179_27,2.0,0.06
http://dl-learner.org/carcinogenesis#d179_28,2.0,0.06
http://dl-learner.org/carcinogenesis#d179_29,2.0,-0.14
http://dl-learner.org/carcinogenesis#d179_3,2.0,-0.12
http://dl-learner.org/carcinogenesis#d179_30,2.0,0.06
http://dl-learner.org/carcinogenesis#d179_31,2.0,0.06
http://dl-learner.org/carcinogenesis#d179_32,2.0,0.06
http://dl-learner.org/carcinogenesis#d179_33,2.0,0.06
http://dl-learner.org/carcinogenesis#d179_34,2.0,0.06
http://dl-learner.org/carcinogenesis#d179_35,2.0,0.31
http://dl-learner.org/carcinogenesis#d179_36,2.0,0.31
http://dl-learner.org/carcinogenesis#d179_4,2.0,-0.17
http://dl-learner.org/carcinogenesis#d179_5,2.0,-0.12
http://dl-learner.org/carcinogenesis#d179_6,2.0,-0.12
http://dl-learner.org/carcinogenesis#d179_7,2.0,0.14
http://dl-learner.org/carcinogenesis#d179_8,2.0,0.14
http://dl-learner.org/carcinogenesis#d179_9,2.0,0.14
http://dl-learner.org/carcinogenesis#d17_1,2.0,-0.107
http://dl-learner.org/carcinogenesis#d17_10,2.0,-0.107
http://dl-learner.org/carcinogenesis#d17_11,2.0,-0.107
http://dl-learner.org/carcinogenesis#d17_12,2.0,-0.107
http://dl-learner.org/carcinogenesis#d17_13,2.0,-0.107
http://dl-learner.org/carcinogenesis#d17_14,2.0,0.153
http://dl-learner.org/carcinogenesis#d17_15,2.0,0.153
http://dl-learner.org/carcinogenesis#d17_16,2.0,0.153
http://dl-learner.org/carcinogenesis#d17_17,2.0,-0.758
http://dl-learner.org/carcinogenesis#d17_18,2.0,-0.758
http://dl-learner.org/carcinogenesis#d17_19,2.0,0.352
http://dl-learner.org/carcinogenesis#d17_2,2.0,-0.107
http://dl-learner.org/carcinogenesis#d17_20,2.0,0.352
http://dl-learner.org/carcinogenesis#d17_21,2.0,0.352
http://dl-learner.org/carcinogenesis#d17_22,2.0,0.352
http://dl-learner.org/carcinogenesis#d17_3,2.0,0.023
http://dl-learner.org/carcinogenesis#d17_4,2.0,0.023
http://dl-learner.org/carcinogenesis#d17_5,2.0,-0.107
http://dl-learner.org/carcinogenesis#d17_6,2.0,-0.107
http://dl-learner.org/carcinogenesis#d17_7,2.0,0.153
http://dl-learner.org/carcinogenesis#d17_8,2.0,0.153
http://dl-learner.org/carcinogenesis#d17_9,2.0,0.153
http://dl-learner.org/carcinogenesis#d180_1,2.0,-0.119
http://dl-learner.org/carcinogenesis#d180_10,2.0,0.141
http://dl-learner.org/carcinogenesis#d180_11,2.0,0.141
http://dl-learner.org/carcinogenesis#d180_12,2.0,0.111
http://dl-learner.org/carcinogenesis#d180_13,2.0,0.141
http://dl-learner.org/carcinogenesis#d180_14,2.0,0.311
http://dl-learner.org/carcinogenesis#d180_15,2.0,-0.089
http://dl-learner.org/carcinogenesis#d180_16,2.0,-0.089
http://dl-learner.org/carcinogenesis#d180_17,2.0,-0.289
http://dl-learner.org/carcinogenesis#d180_18,2.0,0.792
http://dl-learner.org/carcinogenesis#d180_19,2.0,-0.658
http://dl-learner.org/carcinogenesis#d180_2,2.0,-0.119
http://dl-learner.org/carcinogenesis#d180_20,2.0,-0.598
http://dl-learner.org/carcinogenesis#d180_21,2.0,0.261
http://dl-learner.org/carcinogenesis#d180_22,2.0,0.161
http://dl-learner.org/carcinogenesis#d180_23,2.0,0.161
http://dl-learner.org/carcinogenesis#d180_24,2.0,0.061
http://dl-learner.org/carcinogenesis#d180_25,2.0,0.061
http://dl-learner.org/carcinogenesis#d180_26,2.0,0.061
http://dl-learner.org/carcinogenesis#d180_27,2.0,0.111
http://dl-learner.org/carcinogenesis#d180_3,2.0,-0.029
http://dl-learner.org/carcinogenesis#d180_4,2.0,0.111
http://dl-learner.org/carcinogenesis#d180_5,2.0,-0.119
http://dl-learner.org/carcinogenesis#d180_6,2.0,-0.119
http://dl-learner.org/carcinogenesis#d180_7,2.0,-0.019
http://dl-learner.org/carcinogenesis#d180_8,2.0,-0.029
http://dl-learner.org/carcinogenesis#d180_9,2.0,-0.349
http://dl-learner.org/carcinogenesis#d181_1,2.0,-0.118
http://dl-learner.org/carcinogenesis#d181_10,2.0,0.142
http://dl-learner.org/carcinogenesis#d181_11,2.0,0.142
http://dl-learner.org/carcinogenesis#d181_12,2.0,0.102
http://dl-learner.org/carcinogenesis#d181_13,2.0,-0.639
http://dl-learner.org/carcinogenesis#d181_14,2.0,0.062
http://dl-learner.org/carcinogenesis#d181_15,2.0,0.062
http://dl-learner.org/carcinogenesis#d181_16,2.0,0.411
http://dl-learner.org/carcinogenesis#d181_2,2.0,-0.118
http://dl-learner.org/carcinogenesis#d181_3,2.0,-0.118
http://dl-learner.org/carcinogenesis#d181_4,2.0,-0.118
http://dl-learner.org/carcinogenesis#d181_5,2.0,-0.118
http://dl-learner.org/carcinogenesis#d181_6,2.0,-0.118
http://dl-learner.org/carcinogenesis#d181_7,2.0,0.142
http://dl-learner.org/carcinogenesis#d181_8,2.0,0.142
http://dl-learner.org/carcinogenesis#d181_9,2.0,0.142
http://dl-learner.org/carcinogenesis#d182_1,2.0,-0.143
http://dl-learner.org/carcinogenesis#d182_10,2.0,0.117
http://dl-learner.org/carcinogenesis#d182_11,2.0,0.117
http://dl-learner.org/carcinogenesis#d182_12,2.0,-0.243
http://dl-learner.org/carcinogenesis#d182_13,2.0,0.077
http://dl-learner.org/carcinogenesis#d182_14,2.0,0.588
http://dl-learner.org/carcinogenesis#d182_15,2.0,0.037
http://dl-learner.org/carcinogenesis#d182_16,2.0,0.037
http://dl-learner.org/carcinogenesis#d182_17,2.0,-0.562
http://dl-learner.org/carcinogenesis#d182_18,2.0,-0.413
http://dl-learner.org/carcinogenesis#d182_19,2.0,-0.113
http://dl-learner.org/carcinogenesis#d182_2,2.0,-0.143
http://dl-learner.org/carcinogenesis#d182_20,2.0,0.237
http://dl-learner.org/carcinogenesis#d182_21,2.0,0.568
http://dl-learner.org/carcinogenesis#d182_22,2.0,-0.113
http://dl-learner.org/carcinogenesis#d182_23,2.0,0.037
http://dl-learner.org/carcinogenesis#d182_24,2.0,-0.263
http://dl-learner.org/carcinogenesis#d182_25,2.0,-0.562
http://dl-learner.org/carcinogenesis#d182_26,2.0,-0.113
