,DSSTox_CID,DSSTox_Generic_SID,DSSTox_RID,LOG_ER_RBA,STRUCTURE_MolecularWeight
http://dl-learner.org/nctrer/143/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/143/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/143/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/143/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom16,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom17,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom18,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom19,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom20,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom16,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom17,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom18,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom19,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom20,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom16,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom17,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom16,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom17,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom18,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom19,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom20,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom21,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom22,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom23,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom24,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom25,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom26,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom27,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom28,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/148/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/148/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/148/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/148/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/148/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/148/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/148/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/148/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/148/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/148/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/148/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/148/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/148/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/148/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/149/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/149/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/149/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/149/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/149/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/149/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/149/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/149/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/149/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/15/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/15/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/15/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/15/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/15/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/15/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/15/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/15/atom16,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/15/atom17,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/15/atom18,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/15/atom19,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/15/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/15/atom20,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/15/atom21,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/15/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/15/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/15/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/15/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/15/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/15/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/15/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/150/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/150/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/150/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/150/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/150/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/150/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/150/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/150/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/151/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/151/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/151/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/151/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/151/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/151/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/151/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/151/atom16,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/151/atom17,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/151/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/151/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/151/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/151/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/151/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/151/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/151/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/151/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/152/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/152/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/152/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/152/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/152/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/152/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/152/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/152/atom16,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/152/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/152/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/152/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/152/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/152/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/152/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/152/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/152/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/153/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/153/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/153/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/153/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/153/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/153/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/153/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/153/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/153/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/153/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/153/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/153/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/153/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/153/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/153/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/154/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/154/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/154/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/154/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/154/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/154/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/154/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/154/atom16,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/154/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/154/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/154/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/154/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/154/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/154/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/154/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/154/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/155/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/155/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/155/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/155/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/155/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/155/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/155/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/155/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/155/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/155/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/155/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/155/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/155/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/156/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/156/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/156/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/156/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/156/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/156/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/156/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/156/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/156/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/156/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/156/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/156/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/157/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/157/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/157/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/157/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/157/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/157/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/157/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/157/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/157/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/157/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/157/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/157/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/157/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/157/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/157/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/158/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/158/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/158/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/158/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/158/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/158/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/158/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/158/atom16,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/158/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/158/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/158/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/158/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/158/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/158/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/158/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/158/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/159/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/159/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/159/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/159/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/159/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/159/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/159/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/159/atom16,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/159/atom17,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/159/atom18,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/159/atom19,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/159/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/159/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/159/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/159/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/159/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/159/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/159/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/159/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/16/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/16/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/16/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/16/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/16/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/16/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/16/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/16/atom16,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/16/atom17,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/16/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/16/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/16/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/16/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/16/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/16/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/16/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/16/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/160/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/160/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/160/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/160/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/160/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/160/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/160/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/160/atom16,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/160/atom17,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/160/atom18,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/160/atom19,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/160/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/160/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/160/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/160/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/160/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/160/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/160/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/160/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/161/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/161/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/161/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/161/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/161/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/161/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/161/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/161/atom16,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/161/atom17,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/161/atom18,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/161/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/161/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/161/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/161/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/161/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/161/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/161/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/161/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/162/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/162/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/162/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/162/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/162/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/162/atom14,0.0,0.0,0.0,0.0,0.0
