,label,act,logp,lumo,charge
http://dl-learner.org/mutagenesis#d150_5,2.0,,,,-0.509
http://dl-learner.org/mutagenesis#d150_6,2.0,,,,0.831
http://dl-learner.org/mutagenesis#d150_7,2.0,,,,-0.369
http://dl-learner.org/mutagenesis#d150_8,2.0,,,,-0.369
http://dl-learner.org/mutagenesis#d150_9,2.0,,,,0.03
http://dl-learner.org/mutagenesis#d151_1,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d151_10,2.0,,,,0.816
http://dl-learner.org/mutagenesis#d151_11,2.0,,,,-0.384
http://dl-learner.org/mutagenesis#d151_12,2.0,,,,-0.384
http://dl-learner.org/mutagenesis#d151_13,2.0,,,,0.145
http://dl-learner.org/mutagenesis#d151_14,2.0,,,,0.115
http://dl-learner.org/mutagenesis#d151_15,2.0,,,,0.145
http://dl-learner.org/mutagenesis#d151_16,2.0,,,,0.145
http://dl-learner.org/mutagenesis#d151_17,2.0,,,,0.315
http://dl-learner.org/mutagenesis#d151_2,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d151_3,2.0,,,,0.315
http://dl-learner.org/mutagenesis#d151_4,2.0,,,,0.115
http://dl-learner.org/mutagenesis#d151_5,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d151_6,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d151_7,2.0,,,,-0.384
http://dl-learner.org/mutagenesis#d151_8,2.0,,,,-0.384
http://dl-learner.org/mutagenesis#d151_9,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d152_1,2.0,,,,-0.118
http://dl-learner.org/mutagenesis#d152_10,2.0,,,,-0.118
http://dl-learner.org/mutagenesis#d152_11,2.0,,,,-0.118
http://dl-learner.org/mutagenesis#d152_12,2.0,,,,0.012
http://dl-learner.org/mutagenesis#d152_13,2.0,,,,0.142
http://dl-learner.org/mutagenesis#d152_14,2.0,,,,0.142
http://dl-learner.org/mutagenesis#d152_15,2.0,,,,0.012
http://dl-learner.org/mutagenesis#d152_16,2.0,,,,0.012
http://dl-learner.org/mutagenesis#d152_17,2.0,,,,-0.118
http://dl-learner.org/mutagenesis#d152_18,2.0,,,,-0.118
http://dl-learner.org/mutagenesis#d152_19,2.0,,,,-0.118
http://dl-learner.org/mutagenesis#d152_2,2.0,,,,-0.118
http://dl-learner.org/mutagenesis#d152_20,2.0,,,,-0.118
http://dl-learner.org/mutagenesis#d152_21,2.0,,,,0.142
http://dl-learner.org/mutagenesis#d152_22,2.0,,,,0.142
http://dl-learner.org/mutagenesis#d152_23,2.0,,,,0.142
http://dl-learner.org/mutagenesis#d152_24,2.0,,,,0.142
http://dl-learner.org/mutagenesis#d152_25,2.0,,,,0.812
http://dl-learner.org/mutagenesis#d152_26,2.0,,,,0.812
http://dl-learner.org/mutagenesis#d152_27,2.0,,,,-0.388
http://dl-learner.org/mutagenesis#d152_28,2.0,,,,-0.388
http://dl-learner.org/mutagenesis#d152_29,2.0,,,,-0.388
http://dl-learner.org/mutagenesis#d152_3,2.0,,,,0.012
http://dl-learner.org/mutagenesis#d152_30,2.0,,,,-0.388
http://dl-learner.org/mutagenesis#d152_4,2.0,,,,-0.088
http://dl-learner.org/mutagenesis#d152_5,2.0,,,,0.012
http://dl-learner.org/mutagenesis#d152_6,2.0,,,,-0.118
http://dl-learner.org/mutagenesis#d152_7,2.0,,,,0.142
http://dl-learner.org/mutagenesis#d152_8,2.0,,,,0.142
http://dl-learner.org/mutagenesis#d152_9,2.0,,,,-0.118
http://dl-learner.org/mutagenesis#d153_1,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d153_10,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d153_11,2.0,,,,-0.124
http://dl-learner.org/mutagenesis#d153_12,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d153_13,2.0,,,,0.005
http://dl-learner.org/mutagenesis#d153_14,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d153_15,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d153_16,2.0,,,,-0.095
http://dl-learner.org/mutagenesis#d153_17,2.0,,,,-0.095
http://dl-learner.org/mutagenesis#d153_18,2.0,,,,0.055
http://dl-learner.org/mutagenesis#d153_19,2.0,,,,0.055
http://dl-learner.org/mutagenesis#d153_2,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d153_20,2.0,,,,0.055
http://dl-learner.org/mutagenesis#d153_21,2.0,,,,0.055
http://dl-learner.org/mutagenesis#d153_22,2.0,,,,0.806
http://dl-learner.org/mutagenesis#d153_23,2.0,,,,-0.394
http://dl-learner.org/mutagenesis#d153_24,2.0,,,,-0.394
http://dl-learner.org/mutagenesis#d153_3,2.0,,,,0.005
http://dl-learner.org/mutagenesis#d153_4,2.0,,,,0.005
http://dl-learner.org/mutagenesis#d153_5,2.0,,,,0.005
http://dl-learner.org/mutagenesis#d153_6,2.0,,,,-0.124
http://dl-learner.org/mutagenesis#d153_7,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d153_8,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d153_9,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d154_1,2.0,,,,-0.088
http://dl-learner.org/mutagenesis#d154_10,2.0,,,,0.843
http://dl-learner.org/mutagenesis#d154_11,2.0,,,,-0.357
http://dl-learner.org/mutagenesis#d154_12,2.0,,,,-0.357
http://dl-learner.org/mutagenesis#d154_13,2.0,,,,0.172
http://dl-learner.org/mutagenesis#d154_14,2.0,,,,0.172
http://dl-learner.org/mutagenesis#d154_15,2.0,,,,0.172
http://dl-learner.org/mutagenesis#d154_16,2.0,,,,0.172
http://dl-learner.org/mutagenesis#d154_17,2.0,,,,0.543
http://dl-learner.org/mutagenesis#d154_2,2.0,,,,-0.088
http://dl-learner.org/mutagenesis#d154_3,2.0,,,,0.002
http://dl-learner.org/mutagenesis#d154_4,2.0,,,,-0.058
http://dl-learner.org/mutagenesis#d154_5,2.0,,,,-0.088
http://dl-learner.org/mutagenesis#d154_6,2.0,,,,-0.088
http://dl-learner.org/mutagenesis#d154_7,2.0,,,,-0.497
http://dl-learner.org/mutagenesis#d154_8,2.0,,,,0.042
http://dl-learner.org/mutagenesis#d154_9,2.0,,,,-0.497
http://dl-learner.org/mutagenesis#d155_1,2.0,,,,-0.126
http://dl-learner.org/mutagenesis#d155_10,2.0,,,,-0.227
http://dl-learner.org/mutagenesis#d155_11,2.0,,,,0.094
http://dl-learner.org/mutagenesis#d155_12,2.0,,,,0.054
http://dl-learner.org/mutagenesis#d155_13,2.0,,,,0.054
http://dl-learner.org/mutagenesis#d155_14,2.0,,,,0.054
http://dl-learner.org/mutagenesis#d155_15,2.0,,,,0.802
http://dl-learner.org/mutagenesis#d155_16,2.0,,,,0.802
http://dl-learner.org/mutagenesis#d155_17,2.0,,,,-0.397
http://dl-learner.org/mutagenesis#d155_18,2.0,,,,-0.397
http://dl-learner.org/mutagenesis#d155_19,2.0,,,,-0.396
http://dl-learner.org/mutagenesis#d155_2,2.0,,,,-0.126
http://dl-learner.org/mutagenesis#d155_20,2.0,,,,-0.396
http://dl-learner.org/mutagenesis#d155_3,2.0,,,,-0.126
http://dl-learner.org/mutagenesis#d155_4,2.0,,,,-0.126
http://dl-learner.org/mutagenesis#d155_5,2.0,,,,0.184
http://dl-learner.org/mutagenesis#d155_6,2.0,,,,-0.126
http://dl-learner.org/mutagenesis#d155_7,2.0,,,,0.133
http://dl-learner.org/mutagenesis#d155_8,2.0,,,,0.133
http://dl-learner.org/mutagenesis#d155_9,2.0,,,,0.133
http://dl-learner.org/mutagenesis#d156_1,2.0,,,,-0.133
http://dl-learner.org/mutagenesis#d156_10,2.0,,,,-0.405
http://dl-learner.org/mutagenesis#d156_11,2.0,,,,-0.003
http://dl-learner.org/mutagenesis#d156_12,2.0,,,,-0.104
http://dl-learner.org/mutagenesis#d156_13,2.0,,,,0.297
http://dl-learner.org/mutagenesis#d156_14,2.0,,,,0.047
http://dl-learner.org/mutagenesis#d156_15,2.0,,,,0.047
http://dl-learner.org/mutagenesis#d156_16,2.0,,,,0.047
http://dl-learner.org/mutagenesis#d156_17,2.0,,,,0.047
http://dl-learner.org/mutagenesis#d156_18,2.0,,,,0.796
http://dl-learner.org/mutagenesis#d156_19,2.0,,,,-0.405
http://dl-learner.org/mutagenesis#d156_2,2.0,,,,-0.133
http://dl-learner.org/mutagenesis#d156_20,2.0,,,,-0.404
http://dl-learner.org/mutagenesis#d156_3,2.0,,,,0.197
http://dl-learner.org/mutagenesis#d156_4,2.0,,,,-0.003
http://dl-learner.org/mutagenesis#d156_5,2.0,,,,-0.133
http://dl-learner.org/mutagenesis#d156_6,2.0,,,,-0.133
http://dl-learner.org/mutagenesis#d156_7,2.0,,,,0.126
http://dl-learner.org/mutagenesis#d156_8,2.0,,,,0.126
http://dl-learner.org/mutagenesis#d156_9,2.0,,,,0.126
http://dl-learner.org/mutagenesis#d157_1,2.0,,,,-0.191
http://dl-learner.org/mutagenesis#d157_10,2.0,,,,-0.091
http://dl-learner.org/mutagenesis#d157_11,2.0,,,,0.009
http://dl-learner.org/mutagenesis#d157_12,2.0,,,,-0.121
http://dl-learner.org/mutagenesis#d157_13,2.0,,,,-0.121
http://dl-learner.org/mutagenesis#d157_14,2.0,,,,-0.121
http://dl-learner.org/mutagenesis#d157_15,2.0,,,,-0.121
http://dl-learner.org/mutagenesis#d157_16,2.0,,,,-0.121
http://dl-learner.org/mutagenesis#d157_17,2.0,,,,0.139
http://dl-learner.org/mutagenesis#d157_18,2.0,,,,0.139
http://dl-learner.org/mutagenesis#d157_19,2.0,,,,0.139
http://dl-learner.org/mutagenesis#d157_2,2.0,,,,0.109
http://dl-learner.org/mutagenesis#d157_20,2.0,,,,0.139
http://dl-learner.org/mutagenesis#d157_21,2.0,,,,0.139
http://dl-learner.org/mutagenesis#d157_22,2.0,,,,0.139
http://dl-learner.org/mutagenesis#d157_23,2.0,,,,0.059
http://dl-learner.org/mutagenesis#d157_24,2.0,,,,0.059
http://dl-learner.org/mutagenesis#d157_25,2.0,,,,0.109
http://dl-learner.org/mutagenesis#d157_26,2.0,,,,0.109
http://dl-learner.org/mutagenesis#d157_27,2.0,,,,0.808
http://dl-learner.org/mutagenesis#d157_28,2.0,,,,-0.391
http://dl-learner.org/mutagenesis#d157_29,2.0,,,,-0.391
http://dl-learner.org/mutagenesis#d157_3,2.0,,,,-0.121
http://dl-learner.org/mutagenesis#d157_4,2.0,,,,0.009
http://dl-learner.org/mutagenesis#d157_5,2.0,,,,0.109
http://dl-learner.org/mutagenesis#d157_6,2.0,,,,-0.191
http://dl-learner.org/mutagenesis#d157_7,2.0,,,,-0.121
http://dl-learner.org/mutagenesis#d157_8,2.0,,,,-0.121
http://dl-learner.org/mutagenesis#d157_9,2.0,,,,0.009
http://dl-learner.org/mutagenesis#d158_1,2.0,,,,-0.124
http://dl-learner.org/mutagenesis#d158_10,2.0,,,,-0.124
http://dl-learner.org/mutagenesis#d158_11,2.0,,,,-0.124
http://dl-learner.org/mutagenesis#d158_12,2.0,,,,0.206
http://dl-learner.org/mutagenesis#d158_13,2.0,,,,-0.124
http://dl-learner.org/mutagenesis#d158_14,2.0,,,,-0.124
http://dl-learner.org/mutagenesis#d158_15,2.0,,,,0.006
http://dl-learner.org/mutagenesis#d158_16,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d158_17,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d158_18,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d158_19,2.0,,,,0.006
http://dl-learner.org/mutagenesis#d158_2,2.0,,,,-0.124
http://dl-learner.org/mutagenesis#d158_20,2.0,,,,0.056
http://dl-learner.org/mutagenesis#d158_21,2.0,,,,0.056
http://dl-learner.org/mutagenesis#d158_22,2.0,,,,0.805
http://dl-learner.org/mutagenesis#d158_23,2.0,,,,-0.394
http://dl-learner.org/mutagenesis#d158_24,2.0,,,,-0.394
http://dl-learner.org/mutagenesis#d158_25,2.0,,,,-0.394
http://dl-learner.org/mutagenesis#d158_26,2.0,,,,0.605
http://dl-learner.org/mutagenesis#d158_27,2.0,,,,-0.144
http://dl-learner.org/mutagenesis#d158_28,2.0,,,,0.256
http://dl-learner.org/mutagenesis#d158_29,2.0,,,,-0.544
http://dl-learner.org/mutagenesis#d158_3,2.0,,,,-0.124
http://dl-learner.org/mutagenesis#d158_30,2.0,,,,0.056
http://dl-learner.org/mutagenesis#d158_31,2.0,,,,0.056
http://dl-learner.org/mutagenesis#d158_32,2.0,,,,0.056
http://dl-learner.org/mutagenesis#d158_4,2.0,,,,0.006
http://dl-learner.org/mutagenesis#d158_5,2.0,,,,-0.124
http://dl-learner.org/mutagenesis#d158_6,2.0,,,,-0.124
http://dl-learner.org/mutagenesis#d158_7,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d158_8,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d158_9,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d159_1,2.0,,,,-0.191
http://dl-learner.org/mutagenesis#d159_10,2.0,,,,-0.091
http://dl-learner.org/mutagenesis#d159_11,2.0,,,,0.009
http://dl-learner.org/mutagenesis#d159_12,2.0,,,,-0.121
http://dl-learner.org/mutagenesis#d159_13,2.0,,,,-0.121
http://dl-learner.org/mutagenesis#d159_14,2.0,,,,-0.121
http://dl-learner.org/mutagenesis#d159_15,2.0,,,,-0.121
http://dl-learner.org/mutagenesis#d159_16,2.0,,,,-0.121
http://dl-learner.org/mutagenesis#d159_17,2.0,,,,0.139
http://dl-learner.org/mutagenesis#d159_18,2.0,,,,0.139
http://dl-learner.org/mutagenesis#d159_19,2.0,,,,0.139
http://dl-learner.org/mutagenesis#d159_2,2.0,,,,-0.191
http://dl-learner.org/mutagenesis#d159_20,2.0,,,,0.139
http://dl-learner.org/mutagenesis#d159_21,2.0,,,,0.139
http://dl-learner.org/mutagenesis#d159_22,2.0,,,,0.139
http://dl-learner.org/mutagenesis#d159_23,2.0,,,,0.059
http://dl-learner.org/mutagenesis#d159_24,2.0,,,,0.059
http://dl-learner.org/mutagenesis#d159_25,2.0,,,,0.109
http://dl-learner.org/mutagenesis#d159_26,2.0,,,,0.109
http://dl-learner.org/mutagenesis#d159_27,2.0,,,,0.808
http://dl-learner.org/mutagenesis#d159_28,2.0,,,,-0.391
http://dl-learner.org/mutagenesis#d159_29,2.0,,,,-0.391
http://dl-learner.org/mutagenesis#d159_3,2.0,,,,0.109
http://dl-learner.org/mutagenesis#d159_4,2.0,,,,0.009
http://dl-learner.org/mutagenesis#d159_5,2.0,,,,-0.121
http://dl-learner.org/mutagenesis#d159_6,2.0,,,,0.109
http://dl-learner.org/mutagenesis#d159_7,2.0,,,,-0.121
http://dl-learner.org/mutagenesis#d159_8,2.0,,,,-0.121
http://dl-learner.org/mutagenesis#d159_9,2.0,,,,0.009
http://dl-learner.org/mutagenesis#d15_1,2.0,,,,-0.118
http://dl-learner.org/mutagenesis#d15_10,2.0,,,,-0.088
http://dl-learner.org/mutagenesis#d15_11,2.0,,,,0.012
http://dl-learner.org/mutagenesis#d15_12,2.0,,,,-0.118
http://dl-learner.org/mutagenesis#d15_13,2.0,,,,-0.118
http://dl-learner.org/mutagenesis#d15_14,2.0,,,,0.141
http://dl-learner.org/mutagenesis#d15_15,2.0,,,,0.142
http://dl-learner.org/mutagenesis#d15_16,2.0,,,,-0.118
http://dl-learner.org/mutagenesis#d15_17,2.0,,,,-0.118
http://dl-learner.org/mutagenesis#d15_18,2.0,,,,0.012
http://dl-learner.org/mutagenesis#d15_19,2.0,,,,0.141
http://dl-learner.org/mutagenesis#d15_2,2.0,,,,-0.118
http://dl-learner.org/mutagenesis#d15_20,2.0,,,,0.142
http://dl-learner.org/mutagenesis#d15_21,2.0,,,,-0.118
http://dl-learner.org/mutagenesis#d15_22,2.0,,,,-0.118
http://dl-learner.org/mutagenesis#d15_23,2.0,,,,-0.118
http://dl-learner.org/mutagenesis#d15_24,2.0,,,,0.142
http://dl-learner.org/mutagenesis#d15_25,2.0,,,,0.142
http://dl-learner.org/mutagenesis#d15_26,2.0,,,,0.811
http://dl-learner.org/mutagenesis#d15_27,2.0,,,,-0.389
http://dl-learner.org/mutagenesis#d15_28,2.0,,,,-0.389
http://dl-learner.org/mutagenesis#d15_3,2.0,,,,0.012
http://dl-learner.org/mutagenesis#d15_4,2.0,,,,-0.088
http://dl-learner.org/mutagenesis#d15_5,2.0,,,,0.012
http://dl-learner.org/mutagenesis#d15_6,2.0,,,,-0.118
http://dl-learner.org/mutagenesis#d15_7,2.0,,,,0.141
http://dl-learner.org/mutagenesis#d15_8,2.0,,,,0.142
http://dl-learner.org/mutagenesis#d15_9,2.0,,,,0.142
http://dl-learner.org/mutagenesis#d160_1,2.0,,,,-0.104
http://dl-learner.org/mutagenesis#d160_10,2.0,,,,0.355
http://dl-learner.org/mutagenesis#d160_11,2.0,,,,0.356
http://dl-learner.org/mutagenesis#d160_12,2.0,,,,-0.124
http://dl-learner.org/mutagenesis#d160_13,2.0,,,,0.825
http://dl-learner.org/mutagenesis#d160_14,2.0,,,,0.825
http://dl-learner.org/mutagenesis#d160_15,2.0,,,,-0.375
http://dl-learner.org/mutagenesis#d160_16,2.0,,,,-0.375
http://dl-learner.org/mutagenesis#d160_17,2.0,,,,-0.375
http://dl-learner.org/mutagenesis#d160_18,2.0,,,,-0.375
http://dl-learner.org/mutagenesis#d160_2,2.0,,,,-0.104
http://dl-learner.org/mutagenesis#d160_3,2.0,,,,-0.104
http://dl-learner.org/mutagenesis#d160_4,2.0,,,,-0.104
http://dl-learner.org/mutagenesis#d160_5,2.0,,,,0.226
http://dl-learner.org/mutagenesis#d160_6,2.0,,,,-0.104
http://dl-learner.org/mutagenesis#d160_7,2.0,,,,0.156
http://dl-learner.org/mutagenesis#d160_8,2.0,,,,0.156
http://dl-learner.org/mutagenesis#d160_9,2.0,,,,-0.755
http://dl-learner.org/mutagenesis#d161_1,2.0,,,,-0.106
http://dl-learner.org/mutagenesis#d161_10,2.0,,,,-0.106
http://dl-learner.org/mutagenesis#d161_11,2.0,,,,0.024
http://dl-learner.org/mutagenesis#d161_12,2.0,,,,-0.076
http://dl-learner.org/mutagenesis#d161_13,2.0,,,,0.154
http://dl-learner.org/mutagenesis#d161_14,2.0,,,,0.154
http://dl-learner.org/mutagenesis#d161_15,2.0,,,,-0.076
http://dl-learner.org/mutagenesis#d161_16,2.0,,,,-0.076
http://dl-learner.org/mutagenesis#d161_17,2.0,,,,-0.076
http://dl-learner.org/mutagenesis#d161_18,2.0,,,,-0.106
http://dl-learner.org/mutagenesis#d161_19,2.0,,,,-0.106
http://dl-learner.org/mutagenesis#d161_2,2.0,,,,-0.106
http://dl-learner.org/mutagenesis#d161_20,2.0,,,,-0.106
http://dl-learner.org/mutagenesis#d161_21,2.0,,,,0.154
http://dl-learner.org/mutagenesis#d161_22,2.0,,,,0.154
http://dl-learner.org/mutagenesis#d161_23,2.0,,,,-0.106
http://dl-learner.org/mutagenesis#d161_24,2.0,,,,-0.106
http://dl-learner.org/mutagenesis#d161_25,2.0,,,,-0.106
http://dl-learner.org/mutagenesis#d161_26,2.0,,,,-0.106
http://dl-learner.org/mutagenesis#d161_27,2.0,,,,0.154
http://dl-learner.org/mutagenesis#d161_28,2.0,,,,0.154
http://dl-learner.org/mutagenesis#d161_29,2.0,,,,0.154
http://dl-learner.org/mutagenesis#d161_3,2.0,,,,0.024
http://dl-learner.org/mutagenesis#d161_30,2.0,,,,0.154
http://dl-learner.org/mutagenesis#d161_31,2.0,,,,0.823
http://dl-learner.org/mutagenesis#d161_32,2.0,,,,0.823
http://dl-learner.org/mutagenesis#d161_33,2.0,,,,-0.377
http://dl-learner.org/mutagenesis#d161_34,2.0,,,,-0.376
http://dl-learner.org/mutagenesis#d161_35,2.0,,,,-0.376
http://dl-learner.org/mutagenesis#d161_36,2.0,,,,-0.377
http://dl-learner.org/mutagenesis#d161_4,2.0,,,,-0.076
http://dl-learner.org/mutagenesis#d161_5,2.0,,,,-0.076
http://dl-learner.org/mutagenesis#d161_6,2.0,,,,-0.106
http://dl-learner.org/mutagenesis#d161_7,2.0,,,,0.154
http://dl-learner.org/mutagenesis#d161_8,2.0,,,,0.154
http://dl-learner.org/mutagenesis#d161_9,2.0,,,,-0.106
http://dl-learner.org/mutagenesis#d162_1,2.0,,,,-0.113
http://dl-learner.org/mutagenesis#d162_10,2.0,,,,0.017
http://dl-learner.org/mutagenesis#d162_11,2.0,,,,-0.113
http://dl-learner.org/mutagenesis#d162_12,2.0,,,,-0.113
http://dl-learner.org/mutagenesis#d162_13,2.0,,,,-0.113
http://dl-learner.org/mutagenesis#d162_14,2.0,,,,-0.113
http://dl-learner.org/mutagenesis#d162_15,2.0,,,,-0.113
http://dl-learner.org/mutagenesis#d162_16,2.0,,,,0.147
http://dl-learner.org/mutagenesis#d162_17,2.0,,,,0.147
http://dl-learner.org/mutagenesis#d162_18,2.0,,,,0.147
http://dl-learner.org/mutagenesis#d162_19,2.0,,,,0.818
http://dl-learner.org/mutagenesis#d162_2,2.0,,,,-0.113
http://dl-learner.org/mutagenesis#d162_20,2.0,,,,0.818
http://dl-learner.org/mutagenesis#d162_21,2.0,,,,0.818
http://dl-learner.org/mutagenesis#d162_22,2.0,,,,0.818
http://dl-learner.org/mutagenesis#d162_23,2.0,,,,-0.382
http://dl-learner.org/mutagenesis#d162_24,2.0,,,,-0.382
http://dl-learner.org/mutagenesis#d162_25,2.0,,,,-0.382
http://dl-learner.org/mutagenesis#d162_26,2.0,,,,-0.383
http://dl-learner.org/mutagenesis#d162_27,2.0,,,,-0.383
http://dl-learner.org/mutagenesis#d162_28,2.0,,,,-0.382
http://dl-learner.org/mutagenesis#d162_29,2.0,,,,-0.382
http://dl-learner.org/mutagenesis#d162_3,2.0,,,,-0.113
http://dl-learner.org/mutagenesis#d162_30,2.0,,,,-0.382
http://dl-learner.org/mutagenesis#d162_4,2.0,,,,0.017
http://dl-learner.org/mutagenesis#d162_5,2.0,,,,-0.113
http://dl-learner.org/mutagenesis#d162_6,2.0,,,,-0.113
http://dl-learner.org/mutagenesis#d162_7,2.0,,,,0.147
http://dl-learner.org/mutagenesis#d162_8,2.0,,,,0.147
http://dl-learner.org/mutagenesis#d162_9,2.0,,,,0.147
http://dl-learner.org/mutagenesis#d163_1,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d163_10,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d163_11,2.0,,,,0.015
http://dl-learner.org/mutagenesis#d163_12,2.0,,,,-0.085
http://dl-learner.org/mutagenesis#d163_13,2.0,,,,0.146
http://dl-learner.org/mutagenesis#d163_14,2.0,,,,0.146
http://dl-learner.org/mutagenesis#d163_15,2.0,,,,0.015
http://dl-learner.org/mutagenesis#d163_16,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d163_17,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d163_18,2.0,,,,0.145
http://dl-learner.org/mutagenesis#d163_19,2.0,,,,0.145
http://dl-learner.org/mutagenesis#d163_2,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d163_20,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d163_21,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d163_22,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d163_23,2.0,,,,0.146
http://dl-learner.org/mutagenesis#d163_24,2.0,,,,0.145
http://dl-learner.org/mutagenesis#d163_25,2.0,,,,0.816
http://dl-learner.org/mutagenesis#d163_26,2.0,,,,0.816
http://dl-learner.org/mutagenesis#d163_27,2.0,,,,-0.384
http://dl-learner.org/mutagenesis#d163_28,2.0,,,,-0.384
http://dl-learner.org/mutagenesis#d163_29,2.0,,,,-0.384
http://dl-learner.org/mutagenesis#d163_3,2.0,,,,0.015
http://dl-learner.org/mutagenesis#d163_30,2.0,,,,-0.384
http://dl-learner.org/mutagenesis#d163_4,2.0,,,,-0.085
http://dl-learner.org/mutagenesis#d163_5,2.0,,,,0.015
http://dl-learner.org/mutagenesis#d163_6,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d163_7,2.0,,,,0.145
http://dl-learner.org/mutagenesis#d163_8,2.0,,,,0.146
http://dl-learner.org/mutagenesis#d163_9,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d164_1,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d164_10,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d164_11,2.0,,,,0.015
http://dl-learner.org/mutagenesis#d164_12,2.0,,,,-0.085
http://dl-learner.org/mutagenesis#d164_13,2.0,,,,0.146
http://dl-learner.org/mutagenesis#d164_14,2.0,,,,0.146
http://dl-learner.org/mutagenesis#d164_15,2.0,,,,0.015
http://dl-learner.org/mutagenesis#d164_16,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d164_17,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d164_18,2.0,,,,0.145
http://dl-learner.org/mutagenesis#d164_19,2.0,,,,0.145
http://dl-learner.org/mutagenesis#d164_2,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d164_20,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d164_21,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d164_22,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d164_23,2.0,,,,0.146
http://dl-learner.org/mutagenesis#d164_24,2.0,,,,0.145
http://dl-learner.org/mutagenesis#d164_25,2.0,,,,0.816
http://dl-learner.org/mutagenesis#d164_26,2.0,,,,0.816
http://dl-learner.org/mutagenesis#d164_27,2.0,,,,-0.384
http://dl-learner.org/mutagenesis#d164_28,2.0,,,,-0.384
http://dl-learner.org/mutagenesis#d164_29,2.0,,,,-0.384
http://dl-learner.org/mutagenesis#d164_3,2.0,,,,0.015
http://dl-learner.org/mutagenesis#d164_30,2.0,,,,-0.384
http://dl-learner.org/mutagenesis#d164_4,2.0,,,,-0.085
http://dl-learner.org/mutagenesis#d164_5,2.0,,,,0.015
http://dl-learner.org/mutagenesis#d164_6,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d164_7,2.0,,,,0.145
http://dl-learner.org/mutagenesis#d164_8,2.0,,,,0.146
http://dl-learner.org/mutagenesis#d164_9,2.0,,,,-0.115
http://dl-learner.org/mutagenesis#d165_1,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d165_10,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d165_11,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d165_12,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d165_13,2.0,,,,0.008
http://dl-learner.org/mutagenesis#d165_14,2.0,,,,0.139
http://dl-learner.org/mutagenesis#d165_15,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d165_16,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d165_17,2.0,,,,0.008
http://dl-learner.org/mutagenesis#d165_18,2.0,,,,0.008
http://dl-learner.org/mutagenesis#d165_19,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d165_2,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d165_20,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d165_21,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d165_22,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d165_23,2.0,,,,0.139
http://dl-learner.org/mutagenesis#d165_24,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d165_25,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d165_26,2.0,,,,0.809
http://dl-learner.org/mutagenesis#d165_27,2.0,,,,-0.391
http://dl-learner.org/mutagenesis#d165_28,2.0,,,,-0.391
http://dl-learner.org/mutagenesis#d165_3,2.0,,,,0.008
