,dribble_efficiency,minutes_played,shot_efficiency,tackle_efficiency,total_fouls_won
http://dl-learner.org/res/action18804346110,-1.0,11.0,1.0,-1.0,0.0
http://dl-learner.org/res/action18804347110,0.0,17.0,1.0,1.0,0.0
http://dl-learner.org/res/action18804348110,-1.0,41.0,0.0,1.0,0.0
http://dl-learner.org/res/action18804350110,-1.0,21.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action1880496110,-1.0,9.0,0.0,-1.0,0.0
http://dl-learner.org/res/action1881810739,1.0,76.0,0.0,-1.0,1.0
http://dl-learner.org/res/action1881810839,1.0,90.0,0.0,-1.0,0.0
http://dl-learner.org/res/action1881813939,-1.0,90.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action1881814039,0.0,90.0,0.333333,0.0,0.0
http://dl-learner.org/res/action1881816939,0.0,90.0,1.0,-1.0,0.0
http://dl-learner.org/res/action1881817039,0.0,45.0,-1.0,1.0,0.0
http://dl-learner.org/res/action1881819739,-1.0,10.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action1881822339,1.0,89.0,0.333333,-1.0,0.0
http://dl-learner.org/res/action1881822439,0.5,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action1881824739,0.666667,90.0,-1.0,0.5,2.0
http://dl-learner.org/res/action1881824839,0.5,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action1881826939,-1.0,5.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action1881827039,0.375,90.0,0.0,-1.0,1.0
http://dl-learner.org/res/action1881828939,0.75,90.0,1.0,-1.0,1.0
http://dl-learner.org/res/action1881829039,0.4,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action1881830739,1.0,90.0,0.0,1.0,1.0
http://dl-learner.org/res/action1881830839,0.0,86.0,1.0,1.0,1.0
http://dl-learner.org/res/action1881832339,0.285714,90.0,1.0,-1.0,1.0
http://dl-learner.org/res/action1881832439,0.285714,90.0,0.5,1.0,1.0
http://dl-learner.org/res/action1881833739,1.0,73.0,-1.0,1.0,1.0
http://dl-learner.org/res/action1881833839,-1.0,90.0,0.666667,0.333333,0.0
http://dl-learner.org/res/action1881834939,0.333333,90.0,-1.0,0.0,4.0
http://dl-learner.org/res/action1881835039,0.333333,90.0,0.0,-1.0,0.0
http://dl-learner.org/res/action1881835939,0.285714,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action1881836039,0.0,29.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action1881836739,0.0,68.0,0.0,-1.0,2.0
http://dl-learner.org/res/action1881836839,0.333333,72.0,1.0,-1.0,0.0
http://dl-learner.org/res/action1881837339,0.0,14.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action188183739,0.333333,90.0,-1.0,0.0,0.0
http://dl-learner.org/res/action1881837439,0.333333,86.0,-1.0,0.5,0.0
http://dl-learner.org/res/action1881837739,0.0,75.0,0.0,-1.0,0.0
http://dl-learner.org/res/action1881837839,1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action1881837939,0.5,45.0,-1.0,1.0,1.0
http://dl-learner.org/res/action1881838039,0.5,90.0,1.0,0.0,1.0
http://dl-learner.org/res/action188183839,1.0,90.0,0.0,1.0,0.0
http://dl-learner.org/res/action188187339,0.5,67.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action188187439,0.5,90.0,0.0,-1.0,1.0
http://dl-learner.org/res/action1883210739,-1.0,47.0,-1.0,1.0,1.0
http://dl-learner.org/res/action1883210839,-1.0,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action1883213939,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action1883214039,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action1883217039,0.0,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action1883219739,-1.0,59.0,-1.0,-1.0,2.0
http://dl-learner.org/res/action1883219839,-1.0,90.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action1883222339,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action1883222439,-1.0,90.0,-1.0,0.333333,0.0
http://dl-learner.org/res/action1883224739,-1.0,45.0,-1.0,1.0,1.0
http://dl-learner.org/res/action1883226939,-1.0,90.0,1.0,1.0,0.0
http://dl-learner.org/res/action1883227039,-1.0,90.0,0.0,0.666667,0.0
http://dl-learner.org/res/action1883229039,1.0,90.0,-1.0,0.0,2.0
http://dl-learner.org/res/action1883230739,-1.0,90.0,-1.0,0.75,1.0
http://dl-learner.org/res/action1883230839,1.0,90.0,-1.0,0.5,1.0
http://dl-learner.org/res/action1883232439,-1.0,90.0,-1.0,0.666667,1.0
http://dl-learner.org/res/action1883233739,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action1883233839,-1.0,45.0,-1.0,-1.0,2.0
http://dl-learner.org/res/action1883235039,0.5,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action1883236039,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action1883236739,-1.0,90.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action1883236839,-1.0,90.0,0.0,-1.0,0.0
http://dl-learner.org/res/action1883237339,-1.0,90.0,-1.0,0.625,0.0
http://dl-learner.org/res/action188323739,-1.0,40.0,-1.0,0.0,0.0
http://dl-learner.org/res/action1883237739,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action1883237939,0.333333,90.0,-1.0,0.6,2.0
http://dl-learner.org/res/action1883238039,-1.0,90.0,-1.0,0.0,1.0
http://dl-learner.org/res/action188323839,-1.0,90.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action188327339,0.0,90.0,-1.0,0.666667,1.0
http://dl-learner.org/res/action188327439,-1.0,8.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action188461214,-1.0,2.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action188461224,-1.0,45.0,-1.0,1.0,1.0
http://dl-learner.org/res/action188461514,-1.0,62.0,-1.0,0.5,1.0
http://dl-learner.org/res/action188461524,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action188461804,-1.0,45.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action18846204,-1.0,45.0,-1.0,1.0,0.0
http://dl-learner.org/res/action188462064,1.0,14.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action188462304,-1.0,90.0,-1.0,0.0,1.0
http://dl-learner.org/res/action188462514,-1.0,5.0,-1.0,1.0,0.0
http://dl-learner.org/res/action188462524,-1.0,74.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action188462714,-1.0,16.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action188462724,-1.0,12.0,-1.0,1.0,0.0
http://dl-learner.org/res/action188462914,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action188462924,-1.0,90.0,-1.0,0.666667,1.0
http://dl-learner.org/res/action188462944,-1.0,13.0,-1.0,1.0,0.0
http://dl-learner.org/res/action188462954,-1.0,12.0,-1.0,1.0,0.0
http://dl-learner.org/res/action188462964,-1.0,29.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action188462994,-1.0,90.0,-1.0,0.666667,0.0
http://dl-learner.org/res/action188463004,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action188463024,-1.0,90.0,-1.0,0.8,1.0
http://dl-learner.org/res/action188463034,-1.0,90.0,-1.0,1.0,2.0
http://dl-learner.org/res/action188463044,-1.0,90.0,-1.0,0.666667,1.0
http://dl-learner.org/res/action188463064,-1.0,9.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action18846564,-1.0,90.0,0.0,0.6,0.0
http://dl-learner.org/res/action18846904,-1.0,45.0,-1.0,0.0,0.0
http://dl-learner.org/res/action188921191,-1.0,61.0,0.0,1.0,2.0
http://dl-learner.org/res/action188921491,0.0,90.0,1.0,0.5,2.0
http://dl-learner.org/res/action188921501,0.666667,53.0,1.0,1.0,1.0
http://dl-learner.org/res/action18892171,0.333333,90.0,1.0,0.0,2.0
http://dl-learner.org/res/action188922031,0.0,39.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action188922041,0.666667,90.0,1.0,1.0,5.0
http://dl-learner.org/res/action188922271,0.0,69.0,0.5,1.0,3.0
http://dl-learner.org/res/action188922491,0.333333,90.0,0.0,0.5,7.0
http://dl-learner.org/res/action188922501,-1.0,7.0,-1.0,1.0,2.0
http://dl-learner.org/res/action188922711,0.333333,90.0,0.0,1.0,2.0
http://dl-learner.org/res/action188922741,-1.0,27.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action188922751,-1.0,2.0,1.0,-1.0,0.0
http://dl-learner.org/res/action188922761,0.0,62.0,0.0,1.0,3.0
http://dl-learner.org/res/action188922771,-1.0,70.0,1.0,1.0,0.0
http://dl-learner.org/res/action188922801,1.0,82.0,0.333333,0.666667,2.0
http://dl-learner.org/res/action188922821,0.428571,90.0,1.0,1.0,2.0
http://dl-learner.org/res/action188922831,0.5,82.0,0.333333,-1.0,3.0
http://dl-learner.org/res/action188922841,-1.0,90.0,1.0,-1.0,1.0
http://dl-learner.org/res/action188922851,0.666667,90.0,0.0,-1.0,5.0
http://dl-learner.org/res/action188922861,0.5,90.0,0.666667,1.0,2.0
http://dl-learner.org/res/action188922881,-1.0,45.0,-1.0,0.75,0.0
http://dl-learner.org/res/action188922891,-1.0,13.0,-1.0,1.0,0.0
http://dl-learner.org/res/action18892531,1.0,79.0,0.5,-1.0,1.0
http://dl-learner.org/res/action18892541,1.0,61.0,-1.0,1.0,4.0
http://dl-learner.org/res/action18892881,-1.0,10.0,1.0,-1.0,0.0
http://dl-learner.org/res/action1895310739,-1.0,90.0,0.333333,1.0,2.0
http://dl-learner.org/res/action1895310839,-1.0,90.0,0.5,-1.0,1.0
http://dl-learner.org/res/action1895313939,-1.0,68.0,0.5,0.0,2.0
http://dl-learner.org/res/action1895314039,0.5,90.0,0.4,-1.0,3.0
http://dl-learner.org/res/action1895316939,0.0,84.0,-1.0,-1.0,2.0
http://dl-learner.org/res/action1895317039,-1.0,29.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action1895319739,-1.0,4.0,0.0,-1.0,0.0
http://dl-learner.org/res/action1895319839,-1.0,61.0,0.0,1.0,0.0
http://dl-learner.org/res/action1895322339,1.0,89.0,0.0,-1.0,0.0
http://dl-learner.org/res/action1895322439,-1.0,29.0,0.0,-1.0,0.0
http://dl-learner.org/res/action1895324739,0.0,45.0,1.0,-1.0,0.0
http://dl-learner.org/res/action1895324839,-1.0,90.0,0.0,-1.0,2.0
http://dl-learner.org/res/action1895327039,0.0,77.0,1.0,1.0,2.0
http://dl-learner.org/res/action1895328939,0.0,77.0,0.666667,-1.0,0.0
http://dl-learner.org/res/action1895329039,0.5,78.0,0.333333,-1.0,1.0
http://dl-learner.org/res/action1895330739,-1.0,90.0,0.333333,-1.0,1.0
http://dl-learner.org/res/action1895332339,-1.0,90.0,0.0,1.0,0.0
http://dl-learner.org/res/action1895332439,0.0,90.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action1895333839,0.0,90.0,0.0,0.5,1.0
http://dl-learner.org/res/action1895334939,-1.0,90.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action1895335039,-1.0,90.0,1.0,1.0,1.0
http://dl-learner.org/res/action1895335939,0.0,90.0,1.0,-1.0,0.0
http://dl-learner.org/res/action1895336039,0.5,90.0,1.0,-1.0,0.0
http://dl-learner.org/res/action1895336839,0.0,76.0,0.5,-1.0,1.0
http://dl-learner.org/res/action1895337339,1.0,81.0,0.0,1.0,1.0
http://dl-learner.org/res/action189533739,-1.0,90.0,1.0,-1.0,1.0
http://dl-learner.org/res/action1895337439,0.5,90.0,1.0,1.0,1.0
http://dl-learner.org/res/action1895337839,-1.0,90.0,1.0,-1.0,2.0
http://dl-learner.org/res/action1895338039,0.0,14.0,1.0,-1.0,0.0
http://dl-learner.org/res/action189533839,-1.0,12.0,0.0,-1.0,0.0
http://dl-learner.org/res/action189537339,0.5,89.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action189537439,0.0,90.0,1.0,-1.0,1.0
http://dl-learner.org/res/action1900810739,-1.0,90.0,-1.0,0.6,1.0
http://dl-learner.org/res/action1900813939,-1.0,90.0,-1.0,-1.0,2.0
http://dl-learner.org/res/action1900816939,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action1900817039,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action1900819739,-1.0,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action1900819839,-1.0,54.0,0.0,1.0,1.0
http://dl-learner.org/res/action1900822339,-1.0,90.0,-1.0,0.75,1.0
http://dl-learner.org/res/action1900822439,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action1900824739,-1.0,90.0,0.0,1.0,1.0
http://dl-learner.org/res/action1900824839,1.0,90.0,-1.0,0.666667,0.0
http://dl-learner.org/res/action1900826939,-1.0,90.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action1900827039,-1.0,15.0,-1.0,1.0,0.0
http://dl-learner.org/res/action1900828939,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action1900830739,-1.0,90.0,0.0,-1.0,1.0
http://dl-learner.org/res/action1900830839,0.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action1900832339,-1.0,90.0,-1.0,0.666667,0.0
http://dl-learner.org/res/action1900833739,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action1900834939,-1.0,90.0,-1.0,1.0,2.0
http://dl-learner.org/res/action1900835939,1.0,90.0,-1.0,-1.0,3.0
http://dl-learner.org/res/action1900836039,-1.0,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action1900836739,-1.0,90.0,0.0,-1.0,2.0
http://dl-learner.org/res/action1900836839,-1.0,90.0,-1.0,0.5,2.0
http://dl-learner.org/res/action1900837339,0.0,90.0,0.0,1.0,0.0
http://dl-learner.org/res/action190083739,-1.0,90.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action1900837439,-1.0,90.0,-1.0,0.333333,0.0
http://dl-learner.org/res/action1900837739,-1.0,90.0,1.0,-1.0,1.0
http://dl-learner.org/res/action1900837839,-1.0,29.0,-1.0,1.0,0.0
http://dl-learner.org/res/action1900837939,-1.0,90.0,1.0,0.75,0.0
http://dl-learner.org/res/action1900838039,0.0,90.0,-1.0,0.5,1.0
http://dl-learner.org/res/action190083839,-1.0,80.0,-1.0,0.5,0.0
http://dl-learner.org/res/action190087339,-1.0,90.0,1.0,1.0,1.0
http://dl-learner.org/res/action190087439,-1.0,90.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action1905312652,0.333333,90.0,1.0,0.666667,3.0
http://dl-learner.org/res/action1905315652,0.333333,90.0,0.0,1.0,2.0
http://dl-learner.org/res/action1905318452,0.0,90.0,0.0,0.8,2.0
http://dl-learner.org/res/action1905321052,0.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action1905323452,-1.0,90.0,-1.0,0.0,0.0
http://dl-learner.org/res/action190532452,-1.0,90.0,-1.0,0.75,0.0
http://dl-learner.org/res/action1905325652,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action1905326843,-1.0,9.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action1905327652,0.0,90.0,-1.0,0.666667,1.0
http://dl-learner.org/res/action1905332652,0.0,90.0,-1.0,0.75,1.0
http://dl-learner.org/res/action1905332852,0.0,90.0,0.0,1.0,1.0
http://dl-learner.org/res/action1905333052,1.0,90.0,0.0,0.833333,0.0
http://dl-learner.org/res/action1905333252,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action1905333452,-1.0,90.0,-1.0,1.0,3.0
http://dl-learner.org/res/action1905333852,-1.0,90.0,-1.0,0.75,4.0
http://dl-learner.org/res/action190536052,-1.0,90.0,-1.0,0.0,0.0
http://dl-learner.org/res/action190539452,1.0,90.0,0.5,1.0,1.0
http://dl-learner.org/res/action1905712956,-1.0,90.0,0.0,0.75,1.0
http://dl-learner.org/res/action1905715956,-1.0,90.0,0.0,-1.0,0.0
http://dl-learner.org/res/action1905716056,1.0,90.0,1.0,1.0,0.0
http://dl-learner.org/res/action1905718756,-1.0,90.0,-1.0,0.5,2.0
http://dl-learner.org/res/action1905718856,0.333333,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action1905723756,-1.0,81.0,0.333333,1.0,1.0
http://dl-learner.org/res/action1905723856,1.0,90.0,-1.0,0.0,1.0
http://dl-learner.org/res/action1905725956,0.0,90.0,-1.0,0.666667,0.0
http://dl-learner.org/res/action1905726056,-1.0,90.0,1.0,-1.0,0.0
http://dl-learner.org/res/action190572756,0.0,67.0,1.0,0.6,0.0
http://dl-learner.org/res/action1905727956,1.0,90.0,-1.0,0.25,0.0
http://dl-learner.org/res/action190572856,-1.0,90.0,-1.0,0.0,0.0
http://dl-learner.org/res/action1905729756,0.0,82.0,-1.0,0.666667,1.0
http://dl-learner.org/res/action1905729856,1.0,74.0,1.0,1.0,0.0
http://dl-learner.org/res/action1905731356,-1.0,68.0,-1.0,1.0,0.0
http://dl-learner.org/res/action1905731456,1.0,90.0,0.0,0.5,0.0
http://dl-learner.org/res/action1905732756,1.0,75.0,0.0,1.0,0.0
http://dl-learner.org/res/action1905733956,-1.0,64.0,0.5,1.0,0.0
http://dl-learner.org/res/action1905734056,0.0,90.0,-1.0,0.666667,0.0
http://dl-learner.org/res/action1905735156,-1.0,71.0,-1.0,1.0,1.0
http://dl-learner.org/res/action1905735256,-1.0,89.0,0.0,0.5,0.0
http://dl-learner.org/res/action1905735356,-1.0,90.0,1.0,0.6,0.0
http://dl-learner.org/res/action1905735456,-1.0,90.0,1.0,0.0,0.0
http://dl-learner.org/res/action1905735556,1.0,90.0,-1.0,0.0,0.0
http://dl-learner.org/res/action1905735656,-1.0,59.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action1905735756,-1.0,90.0,1.0,0.8,4.0
http://dl-learner.org/res/action1905735956,0.5,90.0,1.0,0.75,1.0
http://dl-learner.org/res/action1905736056,-1.0,90.0,0.0,1.0,0.0
http://dl-learner.org/res/action190576356,-1.0,90.0,1.0,-1.0,1.0
http://dl-learner.org/res/action190576456,-1.0,90.0,0.0,0.666667,1.0
http://dl-learner.org/res/action190579756,-1.0,90.0,0.666667,-1.0,0.0
http://dl-learner.org/res/action190579856,-1.0,90.0,-1.0,0.6,1.0
http://dl-learner.org/res/action1908410739,-1.0,14.0,-1.0,1.0,1.0
http://dl-learner.org/res/action1908413939,-1.0,46.0,-1.0,0.0,0.0
http://dl-learner.org/res/action1908416939,0.0,90.0,-1.0,0.5,2.0
http://dl-learner.org/res/action1908419739,-1.0,31.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action1908419839,-1.0,36.0,-1.0,0.0,0.0
http://dl-learner.org/res/action1908422339,-1.0,1.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action1908433739,-1.0,45.0,-1.0,0.0,2.0
http://dl-learner.org/res/action1908437439,-1.0,4.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action190847339,-1.0,23.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action1912412345,-1.0,90.0,-1.0,0.666667,0.0
http://dl-learner.org/res/action1912415345,1.0,90.0,-1.0,0.8,1.0
http://dl-learner.org/res/action1912418145,-1.0,90.0,-1.0,0.5,2.0
http://dl-learner.org/res/action191242145,0.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action1912423145,0.0,90.0,-1.0,0.333333,1.0
http://dl-learner.org/res/action1912425345,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action1912427345,-1.0,90.0,-1.0,0.5,3.0
http://dl-learner.org/res/action1912429145,-1.0,90.0,-1.0,0.5,1.0
http://dl-learner.org/res/action1912430945,-1.0,90.0,-1.0,0.2,0.0
http://dl-learner.org/res/action1912431145,-1.0,90.0,-1.0,1.0,2.0
http://dl-learner.org/res/action1912431345,-1.0,90.0,-1.0,0.8,2.0
http://dl-learner.org/res/action1912431545,0.0,90.0,-1.0,0.5,1.0
http://dl-learner.org/res/action1912431945,-1.0,90.0,-1.0,0.666667,0.0
http://dl-learner.org/res/action1912432145,-1.0,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action1912432345,-1.0,90.0,-1.0,0.571429,1.0
http://dl-learner.org/res/action191245745,0.0,90.0,-1.0,0.4,1.0
http://dl-learner.org/res/action191249145,0.0,90.0,-1.0,0.0,1.0
http://dl-learner.org/res/action1915110335,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action1915110435,-1.0,82.0,-1.0,1.0,0.0
http://dl-learner.org/res/action1915113535,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action1915113635,-1.0,90.0,0.5,-1.0,0.0
http://dl-learner.org/res/action1915116535,0.0,90.0,0.0,1.0,0.0
http://dl-learner.org/res/action1915116635,-1.0,26.0,0.333333,-1.0,0.0
http://dl-learner.org/res/action1915119335,-1.0,89.0,0.0,0.666667,1.0
http://dl-learner.org/res/action1915119435,-1.0,78.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action1915121935,0.5,90.0,0.5,1.0,0.0
http://dl-learner.org/res/action1915124335,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action1915124435,1.0,90.0,0.5,-1.0,0.0
http://dl-learner.org/res/action1915126535,-1.0,90.0,0.0,1.0,0.0
http://dl-learner.org/res/action1915128535,-1.0,90.0,0.5,1.0,1.0
http://dl-learner.org/res/action1915128635,-1.0,72.0,-1.0,1.0,1.0
http://dl-learner.org/res/action1915130335,-1.0,90.0,0.0,0.333333,0.0
http://dl-learner.org/res/action1915130435,0.0,45.0,-1.0,0.0,0.0
http://dl-learner.org/res/action1915131935,-1.0,6.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action1915133335,0.0,90.0,0.0,1.0,1.0
http://dl-learner.org/res/action191513335,-1.0,90.0,0.0,1.0,0.0
http://dl-learner.org/res/action1915133435,-1.0,90.0,1.0,1.0,0.0
http://dl-learner.org/res/action1915134535,0.5,66.0,0.0,1.0,0.0
http://dl-learner.org/res/action1915135535,0.0,90.0,0.0,0.5,0.0
http://dl-learner.org/res/action1915136335,-1.0,45.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action1915136935,-1.0,90.0,0.0,0.0,0.0
http://dl-learner.org/res/action1915137535,-1.0,90.0,0.5,0.666667,0.0
http://dl-learner.org/res/action1915137635,-1.0,90.0,0.0,1.0,0.0
http://dl-learner.org/res/action1915137735,1.0,90.0,1.0,0.0,0.0
http://dl-learner.org/res/action191516935,0.0,90.0,0.0,1.0,1.0
http://dl-learner.org/res/action191517035,1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action1915910080,-1.0,90.0,0.0,-1.0,0.0
http://dl-learner.org/res/action1915913180,-1.0,90.0,-1.0,0.0,0.0
http://dl-learner.org/res/action1915913280,-1.0,90.0,0.0,1.0,2.0
http://dl-learner.org/res/action1915916180,-1.0,90.0,0.5,1.0,0.0
http://dl-learner.org/res/action1915916280,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action1915918980,-1.0,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action1915919080,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action1915921580,-1.0,90.0,0.0,0.666667,0.0
http://dl-learner.org/res/action1915923980,-1.0,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action1915924080,1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action1915926180,-1.0,90.0,-1.0,0.0,0.0
http://dl-learner.org/res/action1915926280,0.0,90.0,1.0,1.0,0.0
http://dl-learner.org/res/action1915928180,-1.0,90.0,0.0,1.0,0.0
http://dl-learner.org/res/action1915928280,1.0,90.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action191592980,1.0,90.0,-1.0,0.0,1.0
http://dl-learner.org/res/action1915929980,-1.0,90.0,-1.0,0.6,0.0
http://dl-learner.org/res/action1915930080,-1.0,90.0,-1.0,-1.0,2.0
http://dl-learner.org/res/action191593080,0.5,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action1915931580,-1.0,90.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action1915931680,-1.0,90.0,-1.0,0.5,2.0
http://dl-learner.org/res/action1915932980,-1.0,90.0,0.0,1.0,0.0
http://dl-learner.org/res/action1915933080,-1.0,90.0,0.0,-1.0,0.0
http://dl-learner.org/res/action1915934180,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action1915934280,-1.0,90.0,-1.0,0.666667,0.0
http://dl-learner.org/res/action1915935180,-1.0,90.0,0.0,1.0,1.0
http://dl-learner.org/res/action1915935280,1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action1915936180,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action1915936280,-1.0,90.0,0.0,0.75,0.0
http://dl-learner.org/res/action1915936380,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action1915936480,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action1915936580,1.0,90.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action1915936680,0.5,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action1915936780,1.0,90.0,-1.0,0.0,0.0
http://dl-learner.org/res/action1915936880,1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action191596580,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action191596680,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action191599980,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action19160103,-1.0,2.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action19160113,1.0,90.0,1.0,1.0,0.0
http://dl-learner.org/res/action19160123,-1.0,78.0,-1.0,0.833333,1.0
http://dl-learner.org/res/action19160153,1.0,47.0,-1.0,1.0,0.0
http://dl-learner.org/res/action19160173,-1.0,90.0,-1.0,0.5,1.0
http://dl-learner.org/res/action19160183,-1.0,45.0,-1.0,1.0,0.0
http://dl-learner.org/res/action19160193,1.0,1.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action19160213,-1.0,1.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action1916023,-1.0,90.0,0.0,-1.0,3.0
http://dl-learner.org/res/action19160233,1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action19160253,0.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action19160303,1.0,90.0,0.0,-1.0,0.0
http://dl-learner.org/res/action1916033,-1.0,37.0,-1.0,1.0,1.0
http://dl-learner.org/res/action19160363,-1.0,74.0,0.0,1.0,0.0
http://dl-learner.org/res/action19160373,0.666667,85.0,-1.0,1.0,1.0
http://dl-learner.org/res/action19160383,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action1916073,0.5,76.0,-1.0,1.0,0.0
http://dl-learner.org/res/action1916093,0.666667,90.0,-1.0,0.0,1.0
http://dl-learner.org/res/action191881005,-1.0,90.0,0.0,1.0,1.0
http://dl-learner.org/res/action191881025,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action191881035,-1.0,90.0,1.0,-1.0,1.0
http://dl-learner.org/res/action191881045,1.0,90.0,1.0,0.75,0.0
http://dl-learner.org/res/action191881055,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action191881065,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action191881085,-1.0,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action1918835,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action19188405,-1.0,90.0,0.0,0.0,0.0
