,label,goalkeeper_has_cleansheets,played_since_start,shot_first_goal_in_match,shot_winning_goal_in_match,team_clean_sheet,was_substituted_off,was_substituted_on
http://dl-learner.org/res/action1389812652,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1389815552,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1389815652,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1389818452,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1389820952,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1389821052,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1389823352,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1389823452,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1389823756,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action138982452,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1389825552,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1389825652,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1389827652,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1389829352,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1389829452,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1389829756,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1389830952,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1389831052,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1389832552,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1389832652,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1389832852,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1389833052,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1389833152,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1389833252,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1389833352,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1389833452,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1389833652,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1389833752,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1389833852,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1389835156,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action138985952,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action138986052,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action138989352,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action138989452,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140751191,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140751201,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140751491,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140751501,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14075171,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140751771,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140751781,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14075181,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140752031,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140752041,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140752271,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140752281,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140752491,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140752501,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140752711,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action140752721,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140752731,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140752741,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140752751,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140752761,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140752771,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140752781,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140752791,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140752801,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140752811,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action140752821,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140752831,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140752841,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140752861,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140752871,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140752881,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140752891,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action140752901,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action14075531,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14075541,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14075871,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14075881,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action140918145,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action140918245,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action140920845,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action14092245,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action140925445,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action140927445,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action140931245,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action140931445,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action140931845,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action14095845,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action14099245,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action14111016,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14111336,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action14111636,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14111646,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14111926,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action14112176,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14112416,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14112426,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14112646,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14113016,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14113026,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1411316,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action14113176,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1411326,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14113316,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action14113326,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action14113436,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14113446,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14113536,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14113546,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14113616,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action14113626,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14113696,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14113716,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14113726,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14113736,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action14113746,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1411676,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1411686,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1416610080,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1416613280,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1416616180,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1416618980,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1416619080,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1416621580,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1416626180,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action141663080,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1416631580,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1416631680,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1416634180,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1416635180,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1416636380,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1416636580,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action141666580,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action141669980,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action142012552,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action142012652,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action142015552,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action142015652,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action142018352,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action142018452,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action142020952,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action142023452,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14202452,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action142025652,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action142027652,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action142029352,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action142029452,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action142030952,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action142031052,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action142032652,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action142032752,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action142032852,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action142032952,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action142033152,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action142033252,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action142033452,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action142033552,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action142033652,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action142033752,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action142033852,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action14205952,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action14206052,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action14209352,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1427810435,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1427813635,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1427816635,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1427819435,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1427824435,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1427828635,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1427830435,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1427833435,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action142783435,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1427835635,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1427837635,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1427837835,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action142787035,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1427910435,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1427913635,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1427916635,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1427919435,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1427922035,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1427926635,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1427928635,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1427930435,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1427932035,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1427933435,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action142793435,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1427934535,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1427934635,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1427935635,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1427936435,2,0,1,1,0,0,0,0
http://dl-learner.org/res/action1427937835,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action142797035,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action142951491,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action142951771,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action142952271,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action142952491,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action142952731,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action142952771,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action142952791,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action142952811,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action144021108,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action144021428,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action144021438,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action144021448,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action144021458,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action144021468,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action144021488,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action144021498,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action144021508,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action144021518,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action144021528,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action144021538,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action144021548,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action144021568,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action144021578,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action144021598,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action144021608,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action144021618,2,0,1,1,0,0,0,0
http://dl-learner.org/res/action144021628,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action144021638,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action144021648,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action144021658,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action144021668,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action144021688,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action144021698,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action144021708,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14402438,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action14402448,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14402778,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1440278,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14402788,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1440288,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14469105111,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action14469196111,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action14469221111,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action14469246111,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action14469267111,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action14469268111,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action14469305111,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action14469336111,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1446935111,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action14469358111,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action14469372111,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action14469376111,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action14469379111,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action14469380111,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1446972111,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action14489157110,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action14489311110,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action14489345110,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1466411743,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466411843,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466414743,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466414843,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action146641543,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action146641643,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1466417543,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466420143,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466422543,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466422643,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466424943,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466425043,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466425143,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1466425243,2,0,1,1,1,0,0,0
http://dl-learner.org/res/action1466425343,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466425443,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1466425543,2,0,1,0,1,0,0,0
http://dl-learner.org/res/action1466425643,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1466425743,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466425843,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466425943,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466426043,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466426143,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466426243,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466426343,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466426543,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466426743,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1466426943,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466427043,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action146645143,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action146648543,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action146648643,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1466810930,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466811030,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466811130,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1466811230,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466811330,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466811430,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466811530,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466811630,2,0,1,0,1,0,0,0
http://dl-learner.org/res/action1466811730,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466811830,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466811930,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466812030,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466812130,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466812230,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466812330,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466812430,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466812530,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1466812630,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466812730,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1466812830,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466812930,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466813030,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1466813130,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466813230,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466813330,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466813430,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1466813530,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466813630,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466813730,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466813830,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466813930,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1466814030,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action146684230,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14668530,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14668630,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action146687530,2,0,1,0,1,0,0,0
http://dl-learner.org/res/action146687630,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action147751214,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action147751224,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action147751514,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action147751524,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action147751794,2,0,1,0,1,0,0,0
http://dl-learner.org/res/action147751804,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action14775194,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action147752054,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action147752064,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action147752294,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action147752514,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action147752524,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action147752714,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action147752724,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action147752914,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action147752934,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action147752944,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action147752954,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action147752974,2,0,1,1,1,0,0,0
http://dl-learner.org/res/action147752984,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action147753004,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action147753014,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action147753034,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action147753054,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action147753064,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action147753074,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action147753084,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action14775554,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14775564,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action14775894,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action14775904,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1489812345,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1489815345,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1489815445,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1489818145,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1489818245,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action148982145,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1489823145,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1489825345,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1489827345,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1489829145,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1489830945,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1489831145,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1489831345,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1489831445,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1489831545,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1489831745,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1489831945,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1489832045,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1489832145,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1489832245,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1489832345,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action148985745,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action148985845,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action148989145,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1491913056,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1491916056,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1491918856,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1491921456,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1491925956,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1491926056,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1491935456,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1491935856,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1491936056,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action149196456,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1494710739,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1494713939,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1494717039,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1494722339,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1494722439,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1494724839,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1494727039,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1494729039,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1494730839,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1494733839,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1494736039,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1494736839,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1494737439,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1494737839,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action149477339,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action149477439,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action149651771,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action149652711,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action149652791,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action149652811,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action149652851,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action14965531,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1507312956,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1507315956,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1507316056,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1507318756,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1507318856,2,0,0,0,0,0,0,1
http://dl-learner.org/res/action1507321356,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1507323756,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action150732756,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1507327956,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action150732856,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1507329756,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1507329856,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1507331356,2,0,1,0,0,0,0,0
http://dl-learner.org/res/action1507331456,2,0,1,0,0,0,1,0
http://dl-learner.org/res/action1507332756,2,0,1,0,0,0,0,0
