,label,ActivityScore_NCTRER,DSSTox_CID,DSSTox_Generic_SID,DSSTox_RID,ER_RBA,F1_Ring,F2_AromaticRing,F3_PhenolicRing,F4_Heteroatom,F5_Phenol3nPhenyl,F6_OtherKeyFeatures,LOGP,LOG_ER_RBA,Mean_ER_RBA_ChemClass,STRUCTURE_MolecularWeight,number_of_atom_lists,number_of_atoms,number_of_bounds,atom-atom_mapping_number,atom_coordinate_x,atom_coordinate_y,atom_coordinate_z,atom_number,charge,mass_difference
http://dl-learner.org/nctrer/138/atom2,2.0,,,,,,,,,,,,,,,,,,,0.0,4.604,0.0,0.0,2.0,0.0,0.0
http://dl-learner.org/nctrer/138/atom3,2.0,,,,,,,,,,,,,,,,,,,0.0,3.453,-0.663,0.0,3.0,0.0,0.0
http://dl-learner.org/nctrer/138/atom4,2.0,,,,,,,,,,,,,,,,,,,0.0,3.453,-1.9981,0.0,4.0,0.0,0.0
http://dl-learner.org/nctrer/138/atom5,2.0,,,,,,,,,,,,,,,,,,,0.0,2.302,-2.6611,0.0,5.0,0.0,0.0
http://dl-learner.org/nctrer/138/atom6,2.0,,,,,,,,,,,,,,,,,,,0.0,1.151,-1.9981,0.0,6.0,0.0,0.0
http://dl-learner.org/nctrer/138/atom7,2.0,,,,,,,,,,,,,,,,,,,0.0,1.151,-0.663,0.0,7.0,0.0,0.0
http://dl-learner.org/nctrer/138/atom8,2.0,,,,,,,,,,,,,,,,,,,0.0,2.302,0.0,0.0,8.0,0.0,0.0
http://dl-learner.org/nctrer/138/atom9,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-2.6611,0.0,9.0,0.0,0.0
http://dl-learner.org/nctrer/139/atom1,2.0,,,,,,,,,,,,,,,,,,,0.0,3.4552,-1.3268,0.0,1.0,0.0,0.0
http://dl-learner.org/nctrer/139/atom10,2.0,,,,,,,,,,,,,,,,,,,0.0,2.3012,-3.3239,0.0,10.0,0.0,0.0
http://dl-learner.org/nctrer/139/atom11,2.0,,,,,,,,,,,,,,,,,,,0.0,3.4552,-3.9873,0.0,11.0,0.0,0.0
http://dl-learner.org/nctrer/139/atom12,2.0,,,,,,,,,,,,,,,,,,,0.0,1.154,-3.9873,0.0,12.0,0.0,0.0
http://dl-learner.org/nctrer/139/atom13,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-3.3239,0.0,13.0,0.0,0.0
http://dl-learner.org/nctrer/139/atom14,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.9902,0.0,14.0,0.0,0.0
http://dl-learner.org/nctrer/139/atom15,2.0,,,,,,,,,,,,,,,,,,,0.0,1.154,-1.3268,0.0,15.0,0.0,0.0
http://dl-learner.org/nctrer/139/atom2,2.0,,,,,,,,,,,,,,,,,,,0.0,4.6092,-1.9902,0.0,2.0,0.0,0.0
http://dl-learner.org/nctrer/139/atom3,2.0,,,,,,,,,,,,,,,,,,,0.0,5.7563,-1.3268,0.0,3.0,0.0,0.0
http://dl-learner.org/nctrer/139/atom4,2.0,,,,,,,,,,,,,,,,,,,0.0,5.7563,0.0,0.0,4.0,0.0,0.0
http://dl-learner.org/nctrer/139/atom5,2.0,,,,,,,,,,,,,,,,,,,0.0,6.9104,-1.9902,0.0,5.0,0.0,0.0
http://dl-learner.org/nctrer/139/atom6,2.0,,,,,,,,,,,,,,,,,,,0.0,6.9104,-3.3239,0.0,6.0,0.0,0.0
http://dl-learner.org/nctrer/139/atom7,2.0,,,,,,,,,,,,,,,,,,,0.0,5.7563,-3.9873,0.0,7.0,0.0,0.0
http://dl-learner.org/nctrer/139/atom8,2.0,,,,,,,,,,,,,,,,,,,0.0,4.6092,-3.3239,0.0,8.0,0.0,0.0
http://dl-learner.org/nctrer/139/atom9,2.0,,,,,,,,,,,,,,,,,,,0.0,2.3012,-1.9902,0.0,9.0,0.0,0.0
http://dl-learner.org/nctrer/14/atom1,2.0,,,,,,,,,,,,,,,,,,,0.0,5.7456,0.0,0.0,1.0,0.0,0.0
http://dl-learner.org/nctrer/14/atom10,2.0,,,,,,,,,,,,,,,,,,,0.0,10.3628,-3.9839,0.0,10.0,0.0,0.0
http://dl-learner.org/nctrer/14/atom11,2.0,,,,,,,,,,,,,,,,,,,0.0,4.6172,-0.6678,0.0,11.0,0.0,0.0
http://dl-learner.org/nctrer/14/atom12,2.0,,,,,,,,,,,,,,,,,,,0.0,3.4543,0.0,0.0,12.0,0.0,0.0
http://dl-learner.org/nctrer/14/atom13,2.0,,,,,,,,,,,,,,,,,,,0.0,4.6172,-2.0035,0.0,13.0,0.0,0.0
http://dl-learner.org/nctrer/14/atom14,2.0,,,,,,,,,,,,,,,,,,,0.0,2.3028,-0.6678,0.0,14.0,0.0,0.0
http://dl-learner.org/nctrer/14/atom15,2.0,,,,,,,,,,,,,,,,,,,0.0,3.4543,-2.6598,0.0,15.0,0.0,0.0
http://dl-learner.org/nctrer/14/atom16,2.0,,,,,,,,,,,,,,,,,,,0.0,2.3028,-2.0035,0.0,16.0,0.0,0.0
http://dl-learner.org/nctrer/14/atom17,2.0,,,,,,,,,,,,,,,,,,,0.0,1.1514,-2.6598,0.0,17.0,0.0,0.0
http://dl-learner.org/nctrer/14/atom18,2.0,,,,,,,,,,,,,,,,,,,0.0,1.1514,-3.9839,0.0,18.0,0.0,0.0
http://dl-learner.org/nctrer/14/atom19,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-2.0035,0.0,19.0,0.0,0.0
http://dl-learner.org/nctrer/14/atom2,2.0,,,,,,,,,,,,,,,,,,,0.0,6.897,-0.6678,0.0,2.0,0.0,0.0
http://dl-learner.org/nctrer/14/atom3,2.0,,,,,,,,,,,,,,,,,,,0.0,6.897,-2.0035,0.0,3.0,0.0,0.0
http://dl-learner.org/nctrer/14/atom4,2.0,,,,,,,,,,,,,,,,,,,0.0,8.0599,0.0,0.0,4.0,0.0,0.0
http://dl-learner.org/nctrer/14/atom5,2.0,,,,,,,,,,,,,,,,,,,0.0,8.0599,-2.6598,0.0,5.0,0.0,0.0
http://dl-learner.org/nctrer/14/atom6,2.0,,,,,,,,,,,,,,,,,,,0.0,9.2113,-0.6678,0.0,6.0,0.0,0.0
http://dl-learner.org/nctrer/14/atom7,2.0,,,,,,,,,,,,,,,,,,,0.0,9.2113,-2.0035,0.0,7.0,0.0,0.0
http://dl-learner.org/nctrer/14/atom8,2.0,,,,,,,,,,,,,,,,,,,0.0,10.3628,-2.6598,0.0,8.0,0.0,0.0
http://dl-learner.org/nctrer/14/atom9,2.0,,,,,,,,,,,,,,,,,,,0.0,11.5142,-2.0035,0.0,9.0,0.0,0.0
http://dl-learner.org/nctrer/140/atom1,2.0,,,,,,,,,,,,,,,,,,,0.0,5.9806,-1.1542,0.0,1.0,0.0,0.0
http://dl-learner.org/nctrer/140/atom2,2.0,,,,,,,,,,,,,,,,,,,0.0,4.6529,-1.1542,0.0,2.0,0.0,0.0
http://dl-learner.org/nctrer/140/atom3,2.0,,,,,,,,,,,,,,,,,,,0.0,3.989,-2.3025,0.0,3.0,0.0,0.0
http://dl-learner.org/nctrer/140/atom4,2.0,,,,,,,,,,,,,,,,,,,0.0,2.6554,-2.3025,0.0,4.0,0.0,0.0
http://dl-learner.org/nctrer/140/atom5,2.0,,,,,,,,,,,,,,,,,,,0.0,1.9915,-1.1542,0.0,5.0,0.0,0.0
http://dl-learner.org/nctrer/140/atom6,2.0,,,,,,,,,,,,,,,,,,,0.0,0.6638,-1.1542,0.0,6.0,0.0,0.0
http://dl-learner.org/nctrer/140/atom7,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,7.0,0.0,0.0
http://dl-learner.org/nctrer/140/atom8,2.0,,,,,,,,,,,,,,,,,,,0.0,2.6554,0.0,0.0,8.0,0.0,0.0
http://dl-learner.org/nctrer/140/atom9,2.0,,,,,,,,,,,,,,,,,,,0.0,3.989,0.0,0.0,9.0,0.0,0.0
http://dl-learner.org/nctrer/141/atom1,2.0,,,,,,,,,,,,,,,,,,,0.0,3.9875,-4.6095,0.0,1.0,0.0,0.0
http://dl-learner.org/nctrer/141/atom10,2.0,,,,,,,,,,,,,,,,,,,0.0,2.6607,-6.9108,0.0,10.0,0.0,0.0
http://dl-learner.org/nctrer/141/atom11,2.0,,,,,,,,,,,,,,,,,,,0.0,4.6579,-5.7567,0.0,11.0,0.0,0.0
http://dl-learner.org/nctrer/141/atom12,2.0,,,,,,,,,,,,,,,,,,,0.0,3.9875,-6.9108,0.0,12.0,0.0,0.0
http://dl-learner.org/nctrer/141/atom13,2.0,,,,,,,,,,,,,,,,,,,0.0,5.9848,-5.7567,0.0,13.0,0.0,0.0
http://dl-learner.org/nctrer/141/atom14,2.0,,,,,,,,,,,,,,,,,,,0.0,6.6482,-4.6095,0.0,14.0,0.0,0.0
http://dl-learner.org/nctrer/141/atom15,2.0,,,,,,,,,,,,,,,,,,,0.0,4.6579,-3.4554,0.0,15.0,0.0,0.0
http://dl-learner.org/nctrer/141/atom16,2.0,,,,,,,,,,,,,,,,,,,0.0,3.9875,-2.3013,0.0,16.0,0.0,0.0
http://dl-learner.org/nctrer/141/atom17,2.0,,,,,,,,,,,,,,,,,,,0.0,4.6579,-1.1541,0.0,17.0,0.0,0.0
http://dl-learner.org/nctrer/141/atom18,2.0,,,,,,,,,,,,,,,,,,,0.0,3.9875,0.0,0.0,18.0,0.0,0.0
http://dl-learner.org/nctrer/141/atom19,2.0,,,,,,,,,,,,,,,,,,,0.0,5.9848,-3.4554,0.0,19.0,0.0,0.0
http://dl-learner.org/nctrer/141/atom2,2.0,,,,,,,,,,,,,,,,,,,0.0,2.6607,-4.6095,0.0,2.0,0.0,0.0
http://dl-learner.org/nctrer/141/atom3,2.0,,,,,,,,,,,,,,,,,,,0.0,1.9972,-5.7567,0.0,3.0,0.0,0.0
http://dl-learner.org/nctrer/141/atom4,2.0,,,,,,,,,,,,,,,,,,,0.0,0.6634,-5.7567,0.0,4.0,0.0,0.0
http://dl-learner.org/nctrer/141/atom5,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-4.6095,0.0,5.0,0.0,0.0
http://dl-learner.org/nctrer/141/atom6,2.0,,,,,,,,,,,,,,,,,,,0.0,0.6634,-3.4554,0.0,6.0,0.0,0.0
http://dl-learner.org/nctrer/141/atom7,2.0,,,,,,,,,,,,,,,,,,,0.0,1.9972,-3.4554,0.0,7.0,0.0,0.0
http://dl-learner.org/nctrer/141/atom8,2.0,,,,,,,,,,,,,,,,,,,0.0,2.6607,-2.3013,0.0,8.0,0.0,0.0
http://dl-learner.org/nctrer/141/atom9,2.0,,,,,,,,,,,,,,,,,,,0.0,1.9972,-1.1541,0.0,9.0,0.0,0.0
http://dl-learner.org/nctrer/142/atom1,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.1496,0.0,1.0,0.0,0.0
http://dl-learner.org/nctrer/142/atom2,2.0,,,,,,,,,,,,,,,,,,,0.0,1.3292,-1.1496,0.0,2.0,0.0,0.0
http://dl-learner.org/nctrer/142/atom3,2.0,,,,,,,,,,,,,,,,,,,0.0,1.9958,0.0,0.0,3.0,0.0,0.0
http://dl-learner.org/nctrer/142/atom4,2.0,,,,,,,,,,,,,,,,,,,0.0,3.325,0.0,0.0,4.0,0.0,0.0
http://dl-learner.org/nctrer/142/atom5,2.0,,,,,,,,,,,,,,,,,,,0.0,3.9916,-1.1496,0.0,5.0,0.0,0.0
http://dl-learner.org/nctrer/142/atom6,2.0,,,,,,,,,,,,,,,,,,,0.0,3.325,-2.3032,0.0,6.0,0.0,0.0
http://dl-learner.org/nctrer/142/atom7,2.0,,,,,,,,,,,,,,,,,,,0.0,1.9958,-2.3032,0.0,7.0,0.0,0.0
http://dl-learner.org/nctrer/143/atom1,2.0,,,,,,,,,,,,,,,,,,,0.0,2.2962,-3.9925,0.0,1.0,0.0,0.0
http://dl-learner.org/nctrer/143/atom10,2.0,,,,,,,,,,,,,,,,,,,0.0,5.7509,-3.3202,0.0,10.0,0.0,0.0
http://dl-learner.org/nctrer/143/atom11,2.0,,,,,,,,,,,,,,,,,,,0.0,6.899,-5.3165,0.0,11.0,0.0,0.0
http://dl-learner.org/nctrer/143/atom12,2.0,,,,,,,,,,,,,,,,,,,0.0,6.899,-3.9925,0.0,12.0,0.0,0.0
http://dl-learner.org/nctrer/143/atom13,2.0,,,,,,,,,,,,,,,,,,,0.0,8.0471,-3.3202,0.0,13.0,0.0,0.0
http://dl-learner.org/nctrer/143/atom14,2.0,,,,,,,,,,,,,,,,,,,0.0,9.2055,-3.9925,0.0,14.0,0.0,0.0
http://dl-learner.org/nctrer/143/atom15,2.0,,,,,,,,,,,,,,,,,,,0.0,9.2055,-5.3165,0.0,15.0,0.0,0.0
http://dl-learner.org/nctrer/143/atom16,2.0,,,,,,,,,,,,,,,,,,,0.0,8.0471,-5.9888,0.0,16.0,0.0,0.0
http://dl-learner.org/nctrer/143/atom17,2.0,,,,,,,,,,,,,,,,,,,0.0,4.5924,0.0,0.0,17.0,0.0,0.0
http://dl-learner.org/nctrer/143/atom18,2.0,,,,,,,,,,,,,,,,,,,0.0,10.3433,-5.9888,0.0,18.0,0.0,0.0
http://dl-learner.org/nctrer/143/atom19,2.0,,,,,,,,,,,,,,,,,,,0.0,2.2962,0.0,0.0,19.0,0.0,0.0
http://dl-learner.org/nctrer/143/atom2,2.0,,,,,,,,,,,,,,,,,,,0.0,1.1378,-3.3202,0.0,2.0,0.0,0.0
http://dl-learner.org/nctrer/143/atom20,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-3.9925,0.0,20.0,0.0,0.0
http://dl-learner.org/nctrer/143/atom21,2.0,,,,,,,,,,,,,,,,,,,0.0,6.899,-1.3239,0.0,21.0,0.0,0.0
http://dl-learner.org/nctrer/143/atom22,2.0,,,,,,,,,,,,,,,,,,,0.0,8.0471,-7.3127,0.0,22.0,0.0,0.0
http://dl-learner.org/nctrer/143/atom3,2.0,,,,,,,,,,,,,,,,,,,0.0,1.1378,-1.9859,0.0,3.0,0.0,0.0
http://dl-learner.org/nctrer/143/atom4,2.0,,,,,,,,,,,,,,,,,,,0.0,2.2962,-1.3239,0.0,4.0,0.0,0.0
http://dl-learner.org/nctrer/143/atom5,2.0,,,,,,,,,,,,,,,,,,,0.0,3.4443,-1.9859,0.0,5.0,0.0,0.0
http://dl-learner.org/nctrer/143/atom6,2.0,,,,,,,,,,,,,,,,,,,0.0,3.4443,-3.3202,0.0,6.0,0.0,0.0
http://dl-learner.org/nctrer/143/atom7,2.0,,,,,,,,,,,,,,,,,,,0.0,4.5924,-3.9925,0.0,7.0,0.0,0.0
http://dl-learner.org/nctrer/143/atom8,2.0,,,,,,,,,,,,,,,,,,,0.0,4.5924,-1.3239,0.0,8.0,0.0,0.0
http://dl-learner.org/nctrer/143/atom9,2.0,,,,,,,,,,,,,,,,,,,0.0,5.7509,-1.9859,0.0,9.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom1,2.0,,,,,,,,,,,,,,,,,,,0.0,5.9766,-2.3048,0.0,1.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom10,2.0,,,,,,,,,,,,,,,,,,,0.0,5.3213,-1.1524,0.0,10.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom11,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-3.4571,0.0,11.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom12,2.0,,,,,,,,,,,,,,,,,,,0.0,5.9766,-4.6095,0.0,12.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom13,2.0,,,,,,,,,,,,,,,,,,,0.0,7.3097,-2.3048,0.0,13.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom14,2.0,,,,,,,,,,,,,,,,,,,0.0,7.9763,-1.1524,0.0,14.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom15,2.0,,,,,,,,,,,,,,,,,,,0.0,9.3094,-1.1524,0.0,15.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom16,2.0,,,,,,,,,,,,,,,,,,,0.0,9.9647,0.0,0.0,16.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom17,2.0,,,,,,,,,,,,,,,,,,,0.0,9.9647,-2.3048,0.0,17.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom18,2.0,,,,,,,,,,,,,,,,,,,0.0,9.3094,-3.4571,0.0,18.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom19,2.0,,,,,,,,,,,,,,,,,,,0.0,7.9763,-3.4571,0.0,19.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom2,2.0,,,,,,,,,,,,,,,,,,,0.0,5.3213,-3.4571,0.0,2.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom20,2.0,,,,,,,,,,,,,,,,,,,0.0,11.2979,-2.3048,0.0,20.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom3,2.0,,,,,,,,,,,,,,,,,,,0.0,3.9881,-3.4571,0.0,3.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom4,2.0,,,,,,,,,,,,,,,,,,,0.0,3.3216,-4.6095,0.0,4.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom5,2.0,,,,,,,,,,,,,,,,,,,0.0,1.9884,-4.6095,0.0,5.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom6,2.0,,,,,,,,,,,,,,,,,,,0.0,1.3331,-3.4571,0.0,6.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom7,2.0,,,,,,,,,,,,,,,,,,,0.0,1.9884,-2.3048,0.0,7.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom8,2.0,,,,,,,,,,,,,,,,,,,0.0,3.3216,-2.3048,0.0,8.0,0.0,0.0
http://dl-learner.org/nctrer/144/atom9,2.0,,,,,,,,,,,,,,,,,,,0.0,3.9881,-1.1524,0.0,9.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom1,2.0,,,,,,,,,,,,,,,,,,,0.0,5.3213,-3.4571,0.0,1.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom10,2.0,,,,,,,,,,,,,,,,,,,0.0,7.3097,-4.6095,0.0,10.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom11,2.0,,,,,,,,,,,,,,,,,,,0.0,5.9766,-4.6095,0.0,11.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom12,2.0,,,,,,,,,,,,,,,,,,,0.0,11.2979,-2.3048,0.0,12.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom13,2.0,,,,,,,,,,,,,,,,,,,0.0,5.3213,-1.1524,0.0,13.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom14,2.0,,,,,,,,,,,,,,,,,,,0.0,3.9881,-3.4571,0.0,14.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom15,2.0,,,,,,,,,,,,,,,,,,,0.0,3.3216,-4.6095,0.0,15.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom16,2.0,,,,,,,,,,,,,,,,,,,0.0,1.9884,-4.6095,0.0,16.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom17,2.0,,,,,,,,,,,,,,,,,,,0.0,1.3331,-3.4571,0.0,17.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom18,2.0,,,,,,,,,,,,,,,,,,,0.0,1.9884,-2.3048,0.0,18.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom19,2.0,,,,,,,,,,,,,,,,,,,0.0,3.3216,-2.3048,0.0,19.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom2,2.0,,,,,,,,,,,,,,,,,,,0.0,5.9766,-2.3048,0.0,2.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom20,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-3.4571,0.0,20.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom3,2.0,,,,,,,,,,,,,,,,,,,0.0,7.3097,-2.3048,0.0,3.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom4,2.0,,,,,,,,,,,,,,,,,,,0.0,7.9763,-1.1524,0.0,4.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom5,2.0,,,,,,,,,,,,,,,,,,,0.0,9.3094,-1.1524,0.0,5.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom6,2.0,,,,,,,,,,,,,,,,,,,0.0,9.9647,0.0,0.0,6.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom7,2.0,,,,,,,,,,,,,,,,,,,0.0,9.9647,-2.3048,0.0,7.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom8,2.0,,,,,,,,,,,,,,,,,,,0.0,9.3094,-3.4571,0.0,8.0,0.0,0.0
http://dl-learner.org/nctrer/145/atom9,2.0,,,,,,,,,,,,,,,,,,,0.0,7.9763,-3.4571,0.0,9.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom1,2.0,,,,,,,,,,,,,,,,,,,0.0,3.4583,-1.3501,0.0,1.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom10,2.0,,,,,,,,,,,,,,,,,,,0.0,9.2117,-3.3233,0.0,10.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom11,2.0,,,,,,,,,,,,,,,,,,,0.0,10.3852,-3.9879,0.0,11.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom12,2.0,,,,,,,,,,,,,,,,,,,0.0,2.2847,-2.0147,0.0,12.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom13,2.0,,,,,,,,,,,,,,,,,,,0.0,1.1424,-1.3501,0.0,13.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom14,2.0,,,,,,,,,,,,,,,,,,,0.0,2.2847,-3.3233,0.0,14.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom15,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-2.0147,0.0,15.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom16,2.0,,,,,,,,,,,,,,,,,,,0.0,1.1424,-4.0191,0.0,16.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom17,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-3.3648,0.0,17.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom2,2.0,,,,,,,,,,,,,,,,,,,0.0,4.6006,-2.0147,0.0,2.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom3,2.0,,,,,,,,,,,,,,,,,,,0.0,5.743,-1.3501,0.0,3.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom4,2.0,,,,,,,,,,,,,,,,,,,0.0,3.4583,0.0,0.0,4.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom5,2.0,,,,,,,,,,,,,,,,,,,0.0,6.9269,-2.0147,0.0,5.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom6,2.0,,,,,,,,,,,,,,,,,,,0.0,6.9269,-3.3233,0.0,6.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom7,2.0,,,,,,,,,,,,,,,,,,,0.0,8.0693,-1.3189,0.0,7.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom8,2.0,,,,,,,,,,,,,,,,,,,0.0,8.0693,-3.9879,0.0,8.0,0.0,0.0
http://dl-learner.org/nctrer/146/atom9,2.0,,,,,,,,,,,,,,,,,,,0.0,9.2117,-2.0147,0.0,9.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom1,2.0,,,,,,,,,,,,,,,,,,,0.0,2.2899,-2.0002,0.0,1.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom10,2.0,,,,,,,,,,,,,,,,,,,0.0,1.1312,-3.9867,0.0,10.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom11,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-2.0002,0.0,11.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom12,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-3.3245,0.0,12.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom13,2.0,,,,,,,,,,,,,,,,,,,0.0,4.5936,-5.9869,0.0,13.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom14,2.0,,,,,,,,,,,,,,,,,,,0.0,4.5936,-7.3112,0.0,14.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom15,2.0,,,,,,,,,,,,,,,,,,,0.0,5.7386,-7.9734,0.0,15.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom16,2.0,,,,,,,,,,,,,,,,,,,0.0,5.7386,-9.2976,0.0,16.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom17,2.0,,,,,,,,,,,,,,,,,,,0.0,6.8974,-9.9736,0.0,17.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom18,2.0,,,,,,,,,,,,,,,,,,,0.0,6.8974,-11.2979,0.0,18.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom19,2.0,,,,,,,,,,,,,,,,,,,0.0,8.0561,-11.96,0.0,19.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom2,2.0,,,,,,,,,,,,,,,,,,,0.0,2.2899,-3.3245,0.0,2.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom20,2.0,,,,,,,,,,,,,,,,,,,0.0,8.0561,-13.2843,0.0,20.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom21,2.0,,,,,,,,,,,,,,,,,,,0.0,5.7386,-1.3243,0.0,21.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom22,2.0,,,,,,,,,,,,,,,,,,,0.0,6.8974,-2.0002,0.0,22.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom23,2.0,,,,,,,,,,,,,,,,,,,0.0,8.0561,-1.3243,0.0,23.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom24,2.0,,,,,,,,,,,,,,,,,,,0.0,9.2011,-2.0002,0.0,24.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom25,2.0,,,,,,,,,,,,,,,,,,,0.0,10.3598,-1.3243,0.0,25.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom26,2.0,,,,,,,,,,,,,,,,,,,0.0,11.491,-2.0002,0.0,26.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom27,2.0,,,,,,,,,,,,,,,,,,,0.0,12.636,-1.3243,0.0,27.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom28,2.0,,,,,,,,,,,,,,,,,,,0.0,13.7947,-2.0002,0.0,28.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom3,2.0,,,,,,,,,,,,,,,,,,,0.0,3.4349,-1.3243,0.0,3.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom4,2.0,,,,,,,,,,,,,,,,,,,0.0,3.4349,-3.9867,0.0,4.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom5,2.0,,,,,,,,,,,,,,,,,,,0.0,3.4349,0.0,0.0,5.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom6,2.0,,,,,,,,,,,,,,,,,,,0.0,4.5936,-3.3245,0.0,6.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom7,2.0,,,,,,,,,,,,,,,,,,,0.0,4.5936,-2.0002,0.0,7.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom8,2.0,,,,,,,,,,,,,,,,,,,0.0,3.4349,-5.311,0.0,8.0,0.0,0.0
http://dl-learner.org/nctrer/147/atom9,2.0,,,,,,,,,,,,,,,,,,,0.0,1.1312,-1.3243,0.0,9.0,0.0,0.0
http://dl-learner.org/nctrer/148/atom1,2.0,,,,,,,,,,,,,,,,,,,0.0,2.6608,-2.3037,0.0,1.0,0.0,0.0
http://dl-learner.org/nctrer/148/atom10,2.0,,,,,,,,,,,,,,,,,,,0.0,1.9927,-1.1519,0.0,10.0,0.0,0.0
