,label,amesTestPositive,cytogen_ca,cytogen_sce,isMutagenic,salmonella,salmonella_n,drosophila_rt,drosophila_slrl,mouse_lymph,chromaberr,chromex,micronuc_f,micronuc_m,salmonella_reduc
http://dl-learner.org/carcinogenesis#d316,2.0,1.0,0.0,1.0,0.0,1.0,,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d317,2.0,0.0,,,0.0,,,,,,,,,,
http://dl-learner.org/carcinogenesis#d318,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
http://dl-learner.org/carcinogenesis#d319,2.0,1.0,,,0.0,1.0,,,,,,,1.0,1.0,
http://dl-learner.org/carcinogenesis#d32,1.0,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,,,,,,
http://dl-learner.org/carcinogenesis#d320,2.0,1.0,1.0,1.0,0.0,1.0,,,,,,,0.0,0.0,
http://dl-learner.org/carcinogenesis#d321,2.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,
http://dl-learner.org/carcinogenesis#d322,2.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,0.0
http://dl-learner.org/carcinogenesis#d323,2.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,
http://dl-learner.org/carcinogenesis#d324,2.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,
http://dl-learner.org/carcinogenesis#d325,2.0,1.0,0.0,0.0,0.0,1.0,,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d326,2.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,
http://dl-learner.org/carcinogenesis#d327,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,1.0,
http://dl-learner.org/carcinogenesis#d328,2.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
http://dl-learner.org/carcinogenesis#d329,2.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,1.0
http://dl-learner.org/carcinogenesis#d33,1.0,0.0,,,0.0,,0.0,,,,,,,,
http://dl-learner.org/carcinogenesis#d330,2.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,1.0
http://dl-learner.org/carcinogenesis#d331,2.0,1.0,1.0,1.0,0.0,1.0,,,,,,,0.0,0.0,
http://dl-learner.org/carcinogenesis#d332,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,
http://dl-learner.org/carcinogenesis#d333,2.0,1.0,1.0,1.0,0.0,1.0,,,,1.0,,,,,1.0
http://dl-learner.org/carcinogenesis#d334,2.0,1.0,0.0,1.0,1.0,1.0,,0.0,1.0,,,,,,
http://dl-learner.org/carcinogenesis#d335,2.0,1.0,1.0,1.0,0.0,1.0,,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d336,2.0,1.0,1.0,1.0,0.0,1.0,,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d337,2.0,1.0,1.0,1.0,0.0,1.0,,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d34,1.0,1.0,,1.0,0.0,1.0,,,,,,,,,
http://dl-learner.org/carcinogenesis#d35,1.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,,,,,
http://dl-learner.org/carcinogenesis#d36,1.0,1.0,0.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,,,
http://dl-learner.org/carcinogenesis#d37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
http://dl-learner.org/carcinogenesis#d38,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,
http://dl-learner.org/carcinogenesis#d39,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,
http://dl-learner.org/carcinogenesis#d4,1.0,1.0,,,0.0,,1.0,,,,,,,,
http://dl-learner.org/carcinogenesis#d40,1.0,0.0,1.0,,0.0,0.0,0.0,,,0.0,,,,,
http://dl-learner.org/carcinogenesis#d41,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,
http://dl-learner.org/carcinogenesis#d42,1.0,0.0,1.0,1.0,1.0,0.0,,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d43,1.0,1.0,1.0,1.0,0.0,1.0,,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d44,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,
http://dl-learner.org/carcinogenesis#d45,1.0,1.0,1.0,1.0,0.0,1.0,,,,1.0,1.0,1.0,,,
http://dl-learner.org/carcinogenesis#d46,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,
http://dl-learner.org/carcinogenesis#d47,1.0,1.0,0.0,1.0,0.0,1.0,,,,1.0,0.0,1.0,,,
http://dl-learner.org/carcinogenesis#d48,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,
http://dl-learner.org/carcinogenesis#d49,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,
http://dl-learner.org/carcinogenesis#d50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d52,1.0,1.0,1.0,0.0,0.0,1.0,,,,1.0,0.0,,,,
http://dl-learner.org/carcinogenesis#d53,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,
http://dl-learner.org/carcinogenesis#d54,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,
http://dl-learner.org/carcinogenesis#d55,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d56,1.0,1.0,1.0,1.0,0.0,1.0,,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d57,1.0,1.0,1.0,1.0,0.0,1.0,,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d58,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
http://dl-learner.org/carcinogenesis#d59,0.0,1.0,,,0.0,,1.0,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d6,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,
http://dl-learner.org/carcinogenesis#d60,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d61,0.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,
http://dl-learner.org/carcinogenesis#d62,0.0,1.0,,,1.0,,1.0,,,,,,,,
http://dl-learner.org/carcinogenesis#d63,0.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d64,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d65,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d66,0.0,0.0,1.0,1.0,1.0,0.0,,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d67,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,
http://dl-learner.org/carcinogenesis#d68,0.0,1.0,1.0,1.0,0.0,1.0,,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d69,0.0,0.0,,1.0,1.0,0.0,,,,,,,,,
http://dl-learner.org/carcinogenesis#d7,1.0,1.0,0.0,,0.0,1.0,,,,,,,,,
http://dl-learner.org/carcinogenesis#d70,0.0,1.0,,,0.0,1.0,1.0,,,,,,,,
http://dl-learner.org/carcinogenesis#d71,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,
http://dl-learner.org/carcinogenesis#d72,0.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d73,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d74,0.0,0.0,1.0,1.0,0.0,0.0,,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d75,0.0,1.0,1.0,1.0,0.0,1.0,,,,1.0,0.0,0.0,,,
http://dl-learner.org/carcinogenesis#d76,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,1.0,,,
http://dl-learner.org/carcinogenesis#d77,0.0,0.0,0.0,,1.0,0.0,,,,0.0,,,,,0.0
http://dl-learner.org/carcinogenesis#d78,0.0,1.0,0.0,1.0,1.0,1.0,,,,1.0,0.0,1.0,,,
http://dl-learner.org/carcinogenesis#d79,0.0,1.0,1.0,1.0,0.0,1.0,,,,0.0,,,,,
http://dl-learner.org/carcinogenesis#d8,1.0,1.0,0.0,1.0,0.0,1.0,,,,1.0,0.0,1.0,,,
http://dl-learner.org/carcinogenesis#d80,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,
http://dl-learner.org/carcinogenesis#d81,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1.0,0.0,,,,
http://dl-learner.org/carcinogenesis#d83,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d84,1.0,0.0,,,1.0,,,,,,,,,,
http://dl-learner.org/carcinogenesis#d85_1,1.0,0.0,,,0.0,,,,,,,,,,
http://dl-learner.org/carcinogenesis#d85_2,1.0,0.0,,,0.0,,,,,,,,,,
http://dl-learner.org/carcinogenesis#d86,1.0,0.0,,,1.0,,,,,0.0,0.0,,,,
http://dl-learner.org/carcinogenesis#d87,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,
http://dl-learner.org/carcinogenesis#d88,1.0,0.0,,,0.0,,,,,,,,,,
http://dl-learner.org/carcinogenesis#d89,1.0,0.0,,1.0,1.0,0.0,,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d9,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,
http://dl-learner.org/carcinogenesis#d90,1.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,
http://dl-learner.org/carcinogenesis#d91,1.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,
http://dl-learner.org/carcinogenesis#d92,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,
http://dl-learner.org/carcinogenesis#d93,1.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,
http://dl-learner.org/carcinogenesis#d94,1.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,
http://dl-learner.org/carcinogenesis#d95,1.0,0.0,1.0,1.0,0.0,0.0,,,,0.0,0.0,,,,
http://dl-learner.org/carcinogenesis#d96,1.0,0.0,,,1.0,1.0,,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d97,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,
http://dl-learner.org/carcinogenesis#d98,1.0,0.0,1.0,1.0,0.0,0.0,,,,1.0,,,,,
http://dl-learner.org/carcinogenesis#d99,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,
