,label,has_action,match,player,team,scorer_away,scorer_home,team_away,team_away_formation,team_home,team_home_formation
http://dl-learner.org/res/player15405,2,"['http://dl-learner.org/res/action1540517', 'http://dl-learner.org/res/action1540527', 'http://dl-learner.org/res/action15405407', 'http://dl-learner.org/res/action15405417', 'http://dl-learner.org/res/action15405427', 'http://dl-learner.org/res/action15405457', 'http://dl-learner.org/res/action15405467', 'http://dl-learner.org/res/action15405487', 'http://dl-learner.org/res/action15405497', 'http://dl-learner.org/res/action15405507', 'http://dl-learner.org/res/action15405517', 'http://dl-learner.org/res/action15405527', 'http://dl-learner.org/res/action15405537', 'http://dl-learner.org/res/action15405547', 'http://dl-learner.org/res/action15405557', 'http://dl-learner.org/res/action15405567', 'http://dl-learner.org/res/action15405577', 'http://dl-learner.org/res/action15405597', 'http://dl-learner.org/res/action15405607', 'http://dl-learner.org/res/action15405627', 'http://dl-learner.org/res/action15405637', 'http://dl-learner.org/res/action15405647', 'http://dl-learner.org/res/action15405657', 'http://dl-learner.org/res/action15405667', 'http://dl-learner.org/res/action15405677', 'http://dl-learner.org/res/action15405687', 'http://dl-learner.org/res/action15405697', 'http://dl-learner.org/res/action15405707', 'http://dl-learner.org/res/action15405717', 'http://dl-learner.org/res/action15405727', 'http://dl-learner.org/res/action15405747']",,,,,,,,,
http://dl-learner.org/res/player15428,2,"['http://dl-learner.org/res/action1542813180', 'http://dl-learner.org/res/action1542813280', 'http://dl-learner.org/res/action1542816280', 'http://dl-learner.org/res/action1542819080', 'http://dl-learner.org/res/action1542821580', 'http://dl-learner.org/res/action1542821680', 'http://dl-learner.org/res/action1542826280', 'http://dl-learner.org/res/action1542828280', 'http://dl-learner.org/res/action154282980', 'http://dl-learner.org/res/action1542830080', 'http://dl-learner.org/res/action1542832980', 'http://dl-learner.org/res/action1542833080', 'http://dl-learner.org/res/action1542834180', 'http://dl-learner.org/res/action1542834280', 'http://dl-learner.org/res/action1542836180', 'http://dl-learner.org/res/action1542836280', 'http://dl-learner.org/res/action1542836380', 'http://dl-learner.org/res/action1542836680', 'http://dl-learner.org/res/action1542836880', 'http://dl-learner.org/res/action154289980']",,,,,,,,,
http://dl-learner.org/res/player15498,2,"['http://dl-learner.org/res/action15498105111', 'http://dl-learner.org/res/action15498137111', 'http://dl-learner.org/res/action15498336111', 'http://dl-learner.org/res/action15498347111', 'http://dl-learner.org/res/action1549835111', 'http://dl-learner.org/res/action15498357111', 'http://dl-learner.org/res/action15498358111', 'http://dl-learner.org/res/action15498371111', 'http://dl-learner.org/res/action15498375111', 'http://dl-learner.org/res/action15498379111']",,,,,,,,,
http://dl-learner.org/res/player15675,2,"['http://dl-learner.org/res/action15675113', 'http://dl-learner.org/res/action15675153', 'http://dl-learner.org/res/action15675173', 'http://dl-learner.org/res/action15675223', 'http://dl-learner.org/res/action15675243', 'http://dl-learner.org/res/action15675253', 'http://dl-learner.org/res/action15675263', 'http://dl-learner.org/res/action15675293', 'http://dl-learner.org/res/action1567533', 'http://dl-learner.org/res/action15675373', 'http://dl-learner.org/res/action1567553']",,,,,,,,,
http://dl-learner.org/res/player15749,1,"['http://dl-learner.org/res/action1574911743', 'http://dl-learner.org/res/action1574911843', 'http://dl-learner.org/res/action1574914743', 'http://dl-learner.org/res/action1574914843', 'http://dl-learner.org/res/action157491543', 'http://dl-learner.org/res/action157491643', 'http://dl-learner.org/res/action1574917543', 'http://dl-learner.org/res/action1574917643', 'http://dl-learner.org/res/action1574920143', 'http://dl-learner.org/res/action1574920243', 'http://dl-learner.org/res/action1574922543', 'http://dl-learner.org/res/action1574922643', 'http://dl-learner.org/res/action1574924943', 'http://dl-learner.org/res/action1574925043', 'http://dl-learner.org/res/action1574925143', 'http://dl-learner.org/res/action1574925243', 'http://dl-learner.org/res/action1574925343', 'http://dl-learner.org/res/action1574925443', 'http://dl-learner.org/res/action1574925543', 'http://dl-learner.org/res/action1574925643', 'http://dl-learner.org/res/action1574925743', 'http://dl-learner.org/res/action1574925843', 'http://dl-learner.org/res/action1574925943', 'http://dl-learner.org/res/action1574926043', 'http://dl-learner.org/res/action1574926143', 'http://dl-learner.org/res/action1574926243', 'http://dl-learner.org/res/action1574926343', 'http://dl-learner.org/res/action1574926443', 'http://dl-learner.org/res/action1574926543', 'http://dl-learner.org/res/action1574926643', 'http://dl-learner.org/res/action1574926743', 'http://dl-learner.org/res/action1574926843', 'http://dl-learner.org/res/action1574926943', 'http://dl-learner.org/res/action1574927043', 'http://dl-learner.org/res/action157495143', 'http://dl-learner.org/res/action157495243', 'http://dl-learner.org/res/action157498543', 'http://dl-learner.org/res/action157498643']",,,,,,,,,
http://dl-learner.org/res/player15864,2,"['http://dl-learner.org/res/action1586412956', 'http://dl-learner.org/res/action1586413056', 'http://dl-learner.org/res/action1586416056', 'http://dl-learner.org/res/action1586418856', 'http://dl-learner.org/res/action1586421356', 'http://dl-learner.org/res/action1586421456', 'http://dl-learner.org/res/action1586423856', 'http://dl-learner.org/res/action1586426056', 'http://dl-learner.org/res/action158642756', 'http://dl-learner.org/res/action1586427956', 'http://dl-learner.org/res/action1586428056', 'http://dl-learner.org/res/action158642856', 'http://dl-learner.org/res/action1586429856', 'http://dl-learner.org/res/action1586431456', 'http://dl-learner.org/res/action1586432856', 'http://dl-learner.org/res/action1586434056', 'http://dl-learner.org/res/action1586435456', 'http://dl-learner.org/res/action1586435556', 'http://dl-learner.org/res/action1586435656', 'http://dl-learner.org/res/action1586435756', 'http://dl-learner.org/res/action1586436056', 'http://dl-learner.org/res/action158646356', 'http://dl-learner.org/res/action158646456', 'http://dl-learner.org/res/action158649856']",,,,,,,,,
http://dl-learner.org/res/player1587,2,"['http://dl-learner.org/res/action158710930', 'http://dl-learner.org/res/action158711130', 'http://dl-learner.org/res/action158711230', 'http://dl-learner.org/res/action158711330', 'http://dl-learner.org/res/action158711530', 'http://dl-learner.org/res/action158711630', 'http://dl-learner.org/res/action158711730', 'http://dl-learner.org/res/action158711830', 'http://dl-learner.org/res/action158711930', 'http://dl-learner.org/res/action158712030', 'http://dl-learner.org/res/action158712130', 'http://dl-learner.org/res/action158712330', 'http://dl-learner.org/res/action158712430', 'http://dl-learner.org/res/action158712530', 'http://dl-learner.org/res/action158712730', 'http://dl-learner.org/res/action158712830', 'http://dl-learner.org/res/action158713330', 'http://dl-learner.org/res/action158713630', 'http://dl-learner.org/res/action158713830', 'http://dl-learner.org/res/action158713930', 'http://dl-learner.org/res/action158714030', 'http://dl-learner.org/res/action15874130', 'http://dl-learner.org/res/action1587530', 'http://dl-learner.org/res/action1587630', 'http://dl-learner.org/res/action15877530']",,,,,,,,,
http://dl-learner.org/res/player15903,1,"['http://dl-learner.org/res/action1590311354', 'http://dl-learner.org/res/action159031254', 'http://dl-learner.org/res/action1590314354', 'http://dl-learner.org/res/action1590320354', 'http://dl-learner.org/res/action1590320654', 'http://dl-learner.org/res/action1590320754', 'http://dl-learner.org/res/action1590322054', 'http://dl-learner.org/res/action159038254']",,,,,,,,,
http://dl-learner.org/res/player15943,2,"['http://dl-learner.org/res/action15943103', 'http://dl-learner.org/res/action15943113', 'http://dl-learner.org/res/action1594313', 'http://dl-learner.org/res/action15943133', 'http://dl-learner.org/res/action15943143', 'http://dl-learner.org/res/action15943153', 'http://dl-learner.org/res/action15943163', 'http://dl-learner.org/res/action15943183', 'http://dl-learner.org/res/action15943193', 'http://dl-learner.org/res/action15943203', 'http://dl-learner.org/res/action15943213', 'http://dl-learner.org/res/action15943223', 'http://dl-learner.org/res/action1594323', 'http://dl-learner.org/res/action15943233', 'http://dl-learner.org/res/action15943243', 'http://dl-learner.org/res/action15943263', 'http://dl-learner.org/res/action15943283', 'http://dl-learner.org/res/action15943323', 'http://dl-learner.org/res/action15943333', 'http://dl-learner.org/res/action15943343', 'http://dl-learner.org/res/action15943353', 'http://dl-learner.org/res/action15943363', 'http://dl-learner.org/res/action15943373', 'http://dl-learner.org/res/action15943383', 'http://dl-learner.org/res/action1594343', 'http://dl-learner.org/res/action1594363', 'http://dl-learner.org/res/action1594373', 'http://dl-learner.org/res/action1594383', 'http://dl-learner.org/res/action1594393']",,,,,,,,,
http://dl-learner.org/res/player15944,2,"['http://dl-learner.org/res/action1594410839', 'http://dl-learner.org/res/action1594414039', 'http://dl-learner.org/res/action1594419839', 'http://dl-learner.org/res/action1594422339', 'http://dl-learner.org/res/action1594422439', 'http://dl-learner.org/res/action1594424839', 'http://dl-learner.org/res/action1594427039', 'http://dl-learner.org/res/action1594429039', 'http://dl-learner.org/res/action1594430839', 'http://dl-learner.org/res/action1594432439', 'http://dl-learner.org/res/action1594433739', 'http://dl-learner.org/res/action1594435039', 'http://dl-learner.org/res/action1594436039', 'http://dl-learner.org/res/action1594436839', 'http://dl-learner.org/res/action1594437339', 'http://dl-learner.org/res/action1594437439', 'http://dl-learner.org/res/action159443839', 'http://dl-learner.org/res/action159447439']",,,,,,,,,
http://dl-learner.org/res/player15968,2,"['http://dl-learner.org/res/action1596811354', 'http://dl-learner.org/res/action159681154', 'http://dl-learner.org/res/action1596817154', 'http://dl-learner.org/res/action1596817254', 'http://dl-learner.org/res/action1596820054', 'http://dl-learner.org/res/action1596820154', 'http://dl-learner.org/res/action1596820254', 'http://dl-learner.org/res/action1596820354', 'http://dl-learner.org/res/action1596820554', 'http://dl-learner.org/res/action1596820654', 'http://dl-learner.org/res/action1596820954', 'http://dl-learner.org/res/action1596821054', 'http://dl-learner.org/res/action1596821154', 'http://dl-learner.org/res/action1596821254', 'http://dl-learner.org/res/action1596821354', 'http://dl-learner.org/res/action1596821454', 'http://dl-learner.org/res/action1596821754', 'http://dl-learner.org/res/action1596821954', 'http://dl-learner.org/res/action1596822154']",,,,,,,,,
http://dl-learner.org/res/player16005,2,"['http://dl-learner.org/res/action160051214', 'http://dl-learner.org/res/action160051794', 'http://dl-learner.org/res/action16005194', 'http://dl-learner.org/res/action160052054', 'http://dl-learner.org/res/action160052064', 'http://dl-learner.org/res/action160052724', 'http://dl-learner.org/res/action160052934', 'http://dl-learner.org/res/action160052944', 'http://dl-learner.org/res/action160052954', 'http://dl-learner.org/res/action160052994', 'http://dl-learner.org/res/action160053014', 'http://dl-learner.org/res/action160053034', 'http://dl-learner.org/res/action160053054', 'http://dl-learner.org/res/action160053074', 'http://dl-learner.org/res/action16005554', 'http://dl-learner.org/res/action16005564', 'http://dl-learner.org/res/action16005894', 'http://dl-learner.org/res/action16005904']",,,,,,,,,
http://dl-learner.org/res/player16045,2,"['http://dl-learner.org/res/action16045137111', 'http://dl-learner.org/res/action16045168111', 'http://dl-learner.org/res/action16045195111', 'http://dl-learner.org/res/action16045221111', 'http://dl-learner.org/res/action16045222111', 'http://dl-learner.org/res/action16045245111', 'http://dl-learner.org/res/action16045246111', 'http://dl-learner.org/res/action16045267111', 'http://dl-learner.org/res/action16045268111', 'http://dl-learner.org/res/action16045305111', 'http://dl-learner.org/res/action16045321111', 'http://dl-learner.org/res/action16045335111', 'http://dl-learner.org/res/action16045336111', 'http://dl-learner.org/res/action16045347111', 'http://dl-learner.org/res/action16045348111', 'http://dl-learner.org/res/action16045358111', 'http://dl-learner.org/res/action16045365111', 'http://dl-learner.org/res/action16045371111', 'http://dl-learner.org/res/action16045372111', 'http://dl-learner.org/res/action16045379111', 'http://dl-learner.org/res/action1604571111']",,,,,,,,,
http://dl-learner.org/res/player16058,2,"['http://dl-learner.org/res/action160581005', 'http://dl-learner.org/res/action160581015', 'http://dl-learner.org/res/action160581025', 'http://dl-learner.org/res/action160581035', 'http://dl-learner.org/res/action160581045', 'http://dl-learner.org/res/action160581055', 'http://dl-learner.org/res/action160581065', 'http://dl-learner.org/res/action160581075', 'http://dl-learner.org/res/action160581085', 'http://dl-learner.org/res/action16058395', 'http://dl-learner.org/res/action16058405', 'http://dl-learner.org/res/action1605845', 'http://dl-learner.org/res/action16058755', 'http://dl-learner.org/res/action16058765', 'http://dl-learner.org/res/action16058775', 'http://dl-learner.org/res/action16058785', 'http://dl-learner.org/res/action16058795', 'http://dl-learner.org/res/action16058805', 'http://dl-learner.org/res/action16058825', 'http://dl-learner.org/res/action16058835', 'http://dl-learner.org/res/action16058855', 'http://dl-learner.org/res/action16058865', 'http://dl-learner.org/res/action16058875', 'http://dl-learner.org/res/action16058885', 'http://dl-learner.org/res/action16058905', 'http://dl-learner.org/res/action16058915', 'http://dl-learner.org/res/action16058925', 'http://dl-learner.org/res/action16058945', 'http://dl-learner.org/res/action16058955', 'http://dl-learner.org/res/action16058965', 'http://dl-learner.org/res/action16058975', 'http://dl-learner.org/res/action16058985', 'http://dl-learner.org/res/action16058995']",,,,,,,,,
http://dl-learner.org/res/player1615,2,['http://dl-learner.org/res/action161512530'],,,,,,,,,
http://dl-learner.org/res/player1619,2,"['http://dl-learner.org/res/action1619283', 'http://dl-learner.org/res/action1619303', 'http://dl-learner.org/res/action161943', 'http://dl-learner.org/res/action161963']",,,,,,,,,
http://dl-learner.org/res/player16210,2,"['http://dl-learner.org/res/action1621010335', 'http://dl-learner.org/res/action1621010435', 'http://dl-learner.org/res/action1621013635', 'http://dl-learner.org/res/action1621016535', 'http://dl-learner.org/res/action1621019335', 'http://dl-learner.org/res/action1621019435', 'http://dl-learner.org/res/action1621024335', 'http://dl-learner.org/res/action1621024435', 'http://dl-learner.org/res/action1621026535', 'http://dl-learner.org/res/action1621026635', 'http://dl-learner.org/res/action1621028535', 'http://dl-learner.org/res/action1621028635', 'http://dl-learner.org/res/action1621030335', 'http://dl-learner.org/res/action1621030435', 'http://dl-learner.org/res/action1621031935', 'http://dl-learner.org/res/action1621032035', 'http://dl-learner.org/res/action1621033335', 'http://dl-learner.org/res/action1621033435', 'http://dl-learner.org/res/action162103435', 'http://dl-learner.org/res/action1621034535', 'http://dl-learner.org/res/action1621035535', 'http://dl-learner.org/res/action1621036335', 'http://dl-learner.org/res/action1621036435', 'http://dl-learner.org/res/action1621037035', 'http://dl-learner.org/res/action1621037535', 'http://dl-learner.org/res/action1621037635', 'http://dl-learner.org/res/action1621037735', 'http://dl-learner.org/res/action1621037835', 'http://dl-learner.org/res/action162106935']",,,,,,,,,
http://dl-learner.org/res/player16234,2,"['http://dl-learner.org/res/action16234105111', 'http://dl-learner.org/res/action16234167111', 'http://dl-learner.org/res/action16234196111', 'http://dl-learner.org/res/action16234221111', 'http://dl-learner.org/res/action16234245111', 'http://dl-learner.org/res/action16234267111', 'http://dl-learner.org/res/action16234268111', 'http://dl-learner.org/res/action16234287111', 'http://dl-learner.org/res/action16234321111', 'http://dl-learner.org/res/action16234335111', 'http://dl-learner.org/res/action16234336111', 'http://dl-learner.org/res/action16234347111', 'http://dl-learner.org/res/action1623435111', 'http://dl-learner.org/res/action16234357111', 'http://dl-learner.org/res/action16234358111', 'http://dl-learner.org/res/action16234365111', 'http://dl-learner.org/res/action16234371111', 'http://dl-learner.org/res/action16234372111', 'http://dl-learner.org/res/action16234375111', 'http://dl-learner.org/res/action1623471111']",,,,,,,,,
http://dl-learner.org/res/player16236,2,"['http://dl-learner.org/res/action1623610839', 'http://dl-learner.org/res/action1623613939', 'http://dl-learner.org/res/action1623614039', 'http://dl-learner.org/res/action1623616939', 'http://dl-learner.org/res/action1623617039', 'http://dl-learner.org/res/action1623619739', 'http://dl-learner.org/res/action1623619839', 'http://dl-learner.org/res/action1623624739', 'http://dl-learner.org/res/action1623624839', 'http://dl-learner.org/res/action1623626939', 'http://dl-learner.org/res/action1623627039', 'http://dl-learner.org/res/action1623628939', 'http://dl-learner.org/res/action1623629039', 'http://dl-learner.org/res/action1623630839', 'http://dl-learner.org/res/action1623632439', 'http://dl-learner.org/res/action1623633839', 'http://dl-learner.org/res/action1623635039', 'http://dl-learner.org/res/action1623635939', 'http://dl-learner.org/res/action1623636039', 'http://dl-learner.org/res/action1623636839', 'http://dl-learner.org/res/action1623637439', 'http://dl-learner.org/res/action1623637839', 'http://dl-learner.org/res/action1623637939', 'http://dl-learner.org/res/action1623638039', 'http://dl-learner.org/res/action162363839', 'http://dl-learner.org/res/action162367439']",,,,,,,,,
http://dl-learner.org/res/player1632,2,"['http://dl-learner.org/res/action163211743', 'http://dl-learner.org/res/action163211843', 'http://dl-learner.org/res/action163214743', 'http://dl-learner.org/res/action163214843', 'http://dl-learner.org/res/action16321543', 'http://dl-learner.org/res/action16321643', 'http://dl-learner.org/res/action163217543', 'http://dl-learner.org/res/action163217643', 'http://dl-learner.org/res/action163220143', 'http://dl-learner.org/res/action163220243', 'http://dl-learner.org/res/action163222543', 'http://dl-learner.org/res/action163222643', 'http://dl-learner.org/res/action163224943', 'http://dl-learner.org/res/action163225043', 'http://dl-learner.org/res/action163225143', 'http://dl-learner.org/res/action163225243', 'http://dl-learner.org/res/action163225343', 'http://dl-learner.org/res/action163225443', 'http://dl-learner.org/res/action163225543', 'http://dl-learner.org/res/action163225643', 'http://dl-learner.org/res/action163225743', 'http://dl-learner.org/res/action163225843', 'http://dl-learner.org/res/action163225943', 'http://dl-learner.org/res/action163226143', 'http://dl-learner.org/res/action163226243', 'http://dl-learner.org/res/action163226343', 'http://dl-learner.org/res/action163226443', 'http://dl-learner.org/res/action163226543', 'http://dl-learner.org/res/action163226643', 'http://dl-learner.org/res/action163226843', 'http://dl-learner.org/res/action163226943', 'http://dl-learner.org/res/action163227043', 'http://dl-learner.org/res/action16325143', 'http://dl-learner.org/res/action16325243']",,,,,,,,,
http://dl-learner.org/res/player1640,2,"['http://dl-learner.org/res/action1640127110', 'http://dl-learner.org/res/action1640128110', 'http://dl-learner.org/res/action1640158110', 'http://dl-learner.org/res/action1640185110', 'http://dl-learner.org/res/action1640186110', 'http://dl-learner.org/res/action1640211110', 'http://dl-learner.org/res/action1640212110', 'http://dl-learner.org/res/action1640235110', 'http://dl-learner.org/res/action164025110', 'http://dl-learner.org/res/action1640257110', 'http://dl-learner.org/res/action164026110', 'http://dl-learner.org/res/action1640295110', 'http://dl-learner.org/res/action1640326110', 'http://dl-learner.org/res/action1640342110']",,,,,,,,,
http://dl-learner.org/res/player16734,2,"['http://dl-learner.org/res/action167341438', 'http://dl-learner.org/res/action167341468', 'http://dl-learner.org/res/action167341568', 'http://dl-learner.org/res/action167341638', 'http://dl-learner.org/res/action16734438', 'http://dl-learner.org/res/action16734788']",,,,,,,,,
http://dl-learner.org/res/player1679,2,"['http://dl-learner.org/res/action1679127110', 'http://dl-learner.org/res/action1679157110', 'http://dl-learner.org/res/action1679186110', 'http://dl-learner.org/res/action1679211110', 'http://dl-learner.org/res/action1679235110', 'http://dl-learner.org/res/action1679236110', 'http://dl-learner.org/res/action167925110', 'http://dl-learner.org/res/action167926110', 'http://dl-learner.org/res/action1679277110', 'http://dl-learner.org/res/action1679278110', 'http://dl-learner.org/res/action1679295110', 'http://dl-learner.org/res/action1679325110', 'http://dl-learner.org/res/action1679326110', 'http://dl-learner.org/res/action1679339110', 'http://dl-learner.org/res/action1679340110', 'http://dl-learner.org/res/action1679341110', 'http://dl-learner.org/res/action1679342110', 'http://dl-learner.org/res/action1679343110', 'http://dl-learner.org/res/action1679344110', 'http://dl-learner.org/res/action1679346110', 'http://dl-learner.org/res/action1679347110', 'http://dl-learner.org/res/action1679350110', 'http://dl-learner.org/res/action167961110', 'http://dl-learner.org/res/action167962110', 'http://dl-learner.org/res/action167995110', 'http://dl-learner.org/res/action167996110']",,,,,,,,,
http://dl-learner.org/res/player16854,2,"['http://dl-learner.org/res/action1685411354', 'http://dl-learner.org/res/action168541154', 'http://dl-learner.org/res/action168541254', 'http://dl-learner.org/res/action1685414354', 'http://dl-learner.org/res/action1685417254', 'http://dl-learner.org/res/action1685419954', 'http://dl-learner.org/res/action1685420254', 'http://dl-learner.org/res/action1685420354', 'http://dl-learner.org/res/action1685420654', 'http://dl-learner.org/res/action1685420754', 'http://dl-learner.org/res/action1685421354', 'http://dl-learner.org/res/action1685421554', 'http://dl-learner.org/res/action1685421654', 'http://dl-learner.org/res/action1685422054', 'http://dl-learner.org/res/action1685422254', 'http://dl-learner.org/res/action1685422354', 'http://dl-learner.org/res/action1685422454', 'http://dl-learner.org/res/action168544754', 'http://dl-learner.org/res/action168544854', 'http://dl-learner.org/res/action168548154', 'http://dl-learner.org/res/action168548254']",,,,,,,,,
http://dl-learner.org/res/player1710,2,"['http://dl-learner.org/res/action1710467', 'http://dl-learner.org/res/action1710527', 'http://dl-learner.org/res/action1710567', 'http://dl-learner.org/res/action1710607', 'http://dl-learner.org/res/action1710727', 'http://dl-learner.org/res/action1710747']",,,,,,,,,
http://dl-learner.org/res/player17127,2,"['http://dl-learner.org/res/action17127113', 'http://dl-learner.org/res/action17127123', 'http://dl-learner.org/res/action1712713', 'http://dl-learner.org/res/action17127153', 'http://dl-learner.org/res/action17127183', 'http://dl-learner.org/res/action17127213', 'http://dl-learner.org/res/action17127233', 'http://dl-learner.org/res/action17127253', 'http://dl-learner.org/res/action17127273', 'http://dl-learner.org/res/action17127283', 'http://dl-learner.org/res/action17127293', 'http://dl-learner.org/res/action17127303', 'http://dl-learner.org/res/action17127313', 'http://dl-learner.org/res/action1712733', 'http://dl-learner.org/res/action17127353', 'http://dl-learner.org/res/action17127373', 'http://dl-learner.org/res/action1712743', 'http://dl-learner.org/res/action1712753', 'http://dl-learner.org/res/action1712763', 'http://dl-learner.org/res/action1712773', 'http://dl-learner.org/res/action1712793']",,,,,,,,,
http://dl-learner.org/res/player1718,2,"['http://dl-learner.org/res/action17181098', 'http://dl-learner.org/res/action17181418', 'http://dl-learner.org/res/action17181438', 'http://dl-learner.org/res/action17181448', 'http://dl-learner.org/res/action17181458', 'http://dl-learner.org/res/action17181468', 'http://dl-learner.org/res/action17181478', 'http://dl-learner.org/res/action17181498', 'http://dl-learner.org/res/action17181518', 'http://dl-learner.org/res/action17181528', 'http://dl-learner.org/res/action17181538', 'http://dl-learner.org/res/action17181548', 'http://dl-learner.org/res/action17181558', 'http://dl-learner.org/res/action17181568', 'http://dl-learner.org/res/action17181578', 'http://dl-learner.org/res/action17181588', 'http://dl-learner.org/res/action17181598', 'http://dl-learner.org/res/action17181608', 'http://dl-learner.org/res/action17181618', 'http://dl-learner.org/res/action17181638', 'http://dl-learner.org/res/action17181648', 'http://dl-learner.org/res/action17181658', 'http://dl-learner.org/res/action17181678', 'http://dl-learner.org/res/action17181698', 'http://dl-learner.org/res/action17181708', 'http://dl-learner.org/res/action1718438', 'http://dl-learner.org/res/action1718448', 'http://dl-learner.org/res/action1718778', 'http://dl-learner.org/res/action171878', 'http://dl-learner.org/res/action1718788', 'http://dl-learner.org/res/action171888']",,,,,,,,,
http://dl-learner.org/res/player17336,2,"['http://dl-learner.org/res/action1733611843', 'http://dl-learner.org/res/action1733614743', 'http://dl-learner.org/res/action1733614843', 'http://dl-learner.org/res/action173361643', 'http://dl-learner.org/res/action1733617543', 'http://dl-learner.org/res/action1733617643', 'http://dl-learner.org/res/action1733620143', 'http://dl-learner.org/res/action1733622543', 'http://dl-learner.org/res/action1733622643', 'http://dl-learner.org/res/action1733624943', 'http://dl-learner.org/res/action1733625043', 'http://dl-learner.org/res/action1733625143', 'http://dl-learner.org/res/action1733625243', 'http://dl-learner.org/res/action1733625343', 'http://dl-learner.org/res/action1733625443', 'http://dl-learner.org/res/action1733625643', 'http://dl-learner.org/res/action1733625743', 'http://dl-learner.org/res/action1733625843', 'http://dl-learner.org/res/action1733626143', 'http://dl-learner.org/res/action1733626243', 'http://dl-learner.org/res/action1733626343', 'http://dl-learner.org/res/action1733626443', 'http://dl-learner.org/res/action1733626543', 'http://dl-learner.org/res/action1733626643', 'http://dl-learner.org/res/action1733626743', 'http://dl-learner.org/res/action1733626843', 'http://dl-learner.org/res/action1733627043', 'http://dl-learner.org/res/action173365143']",,,,,,,,,
http://dl-learner.org/res/player17349,2,"['http://dl-learner.org/res/action173491016', 'http://dl-learner.org/res/action173491026', 'http://dl-learner.org/res/action173491336', 'http://dl-learner.org/res/action173491346', 'http://dl-learner.org/res/action173491916', 'http://dl-learner.org/res/action173492176', 'http://dl-learner.org/res/action173492186', 'http://dl-learner.org/res/action173492636', 'http://dl-learner.org/res/action173492646', 'http://dl-learner.org/res/action173492836', 'http://dl-learner.org/res/action173492846', 'http://dl-learner.org/res/action173493026', 'http://dl-learner.org/res/action173493186', 'http://dl-learner.org/res/action173493316', 'http://dl-learner.org/res/action173493326', 'http://dl-learner.org/res/action173493436', 'http://dl-learner.org/res/action173493536', 'http://dl-learner.org/res/action173493546', 'http://dl-learner.org/res/action173493626', 'http://dl-learner.org/res/action173493696', 'http://dl-learner.org/res/action173493746', 'http://dl-learner.org/res/action17349676', 'http://dl-learner.org/res/action17349686']",,,,,,,,,
http://dl-learner.org/res/player17468,2,"['http://dl-learner.org/res/action1746817', 'http://dl-learner.org/res/action1746827', 'http://dl-learner.org/res/action17468407', 'http://dl-learner.org/res/action17468427', 'http://dl-learner.org/res/action17468437', 'http://dl-learner.org/res/action17468487', 'http://dl-learner.org/res/action17468527', 'http://dl-learner.org/res/action17468567', 'http://dl-learner.org/res/action17468587', 'http://dl-learner.org/res/action17468607', 'http://dl-learner.org/res/action17468617', 'http://dl-learner.org/res/action17468647', 'http://dl-learner.org/res/action17468667', 'http://dl-learner.org/res/action17468677', 'http://dl-learner.org/res/action17468687', 'http://dl-learner.org/res/action17468697', 'http://dl-learner.org/res/action17468707', 'http://dl-learner.org/res/action17468727']",,,,,,,,,
http://dl-learner.org/res/player17476,2,"['http://dl-learner.org/res/action1747611743', 'http://dl-learner.org/res/action1747611843', 'http://dl-learner.org/res/action1747614743', 'http://dl-learner.org/res/action174761543', 'http://dl-learner.org/res/action174761643', 'http://dl-learner.org/res/action1747617543', 'http://dl-learner.org/res/action1747617643', 'http://dl-learner.org/res/action1747620143', 'http://dl-learner.org/res/action1747622543', 'http://dl-learner.org/res/action1747622643', 'http://dl-learner.org/res/action1747624943', 'http://dl-learner.org/res/action1747625043', 'http://dl-learner.org/res/action1747625143', 'http://dl-learner.org/res/action1747625243', 'http://dl-learner.org/res/action1747625343', 'http://dl-learner.org/res/action1747625443', 'http://dl-learner.org/res/action1747625643', 'http://dl-learner.org/res/action1747625743', 'http://dl-learner.org/res/action1747625943', 'http://dl-learner.org/res/action1747626043', 'http://dl-learner.org/res/action1747626143', 'http://dl-learner.org/res/action1747626343', 'http://dl-learner.org/res/action1747626543', 'http://dl-learner.org/res/action1747626643', 'http://dl-learner.org/res/action1747626743', 'http://dl-learner.org/res/action1747626943', 'http://dl-learner.org/res/action1747627043', 'http://dl-learner.org/res/action174765143', 'http://dl-learner.org/res/action174765243', 'http://dl-learner.org/res/action174768543', 'http://dl-learner.org/res/action174768643']",,,,,,,,,
