,label,atom,has_bond,atom_symbol,has_binding_with,first_bound_atom,second_bound_atom
http://dl-learner.org/nctrer/171/atom30,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/171/atom31,2,,,['http://dl-learner.org/nctrer/atom/O'],,,
http://dl-learner.org/nctrer/171/atom32,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/171/atom33,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/171/atom34,2,,,['http://dl-learner.org/nctrer/atom/O'],,,
http://dl-learner.org/nctrer/171/atom35,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/171/atom36,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/171/atom37,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/171/atom38,2,,,['http://dl-learner.org/nctrer/atom/O'],,,
http://dl-learner.org/nctrer/171/atom39,2,,,['http://dl-learner.org/nctrer/atom/O'],,,
http://dl-learner.org/nctrer/171/atom4,2,,,['http://dl-learner.org/nctrer/atom/O'],"['http://dl-learner.org/nctrer/171/atom5', 'http://dl-learner.org/nctrer/171/atom9']",,
http://dl-learner.org/nctrer/171/atom40,2,,,['http://dl-learner.org/nctrer/atom/O'],,,
http://dl-learner.org/nctrer/171/atom41,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/171/atom5,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/171/atom6'],,
http://dl-learner.org/nctrer/171/atom6,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/171/atom7'],,
http://dl-learner.org/nctrer/171/atom7,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/171/atom8'],,
http://dl-learner.org/nctrer/171/atom8,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/171/atom9'],,
http://dl-learner.org/nctrer/171/atom9,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/172/atom1,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/172/atom2', 'http://dl-learner.org/nctrer/172/atom3', 'http://dl-learner.org/nctrer/172/atom5']",,
http://dl-learner.org/nctrer/172/atom2,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/172/atom13', 'http://dl-learner.org/nctrer/172/atom6']",,
http://dl-learner.org/nctrer/172/atom3,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/172/atom4', 'http://dl-learner.org/nctrer/172/atom9']",,
http://dl-learner.org/nctrer/172/atom4,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/172/atom7'],,
http://dl-learner.org/nctrer/172/atom5,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/172/atom11', 'http://dl-learner.org/nctrer/172/atom16']",,
http://dl-learner.org/nctrer/172/atom6,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/172/atom7'],,
http://dl-learner.org/nctrer/172/atom7,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/172/atom12'],,
http://dl-learner.org/nctrer/172/atom8,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/172/atom10', 'http://dl-learner.org/nctrer/172/atom11', 'http://dl-learner.org/nctrer/172/atom9']",,
http://dl-learner.org/nctrer/172/atom9,2,,,['http://dl-learner.org/nctrer/atom/O'],,,
http://dl-learner.org/nctrer/173/atom1,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/173/atom2', 'http://dl-learner.org/nctrer/173/atom8', 'http://dl-learner.org/nctrer/173/atom9']",,
http://dl-learner.org/nctrer/173/atom2,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/173/atom3', 'http://dl-learner.org/nctrer/173/atom5']",,
http://dl-learner.org/nctrer/173/atom3,2,,,['http://dl-learner.org/nctrer/atom/O'],['http://dl-learner.org/nctrer/173/atom4'],,
http://dl-learner.org/nctrer/173/atom4,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/173/atom5,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/173/atom6'],,
http://dl-learner.org/nctrer/173/atom6,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/173/atom7'],,
http://dl-learner.org/nctrer/173/atom7,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/173/atom8'],,
http://dl-learner.org/nctrer/173/atom8,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/173/atom9,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/174/atom1,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/174/atom2', 'http://dl-learner.org/nctrer/174/atom7']",,
http://dl-learner.org/nctrer/174/atom10,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/174/atom11,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/174/atom12,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/174/atom13,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/174/atom14,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/174/atom15,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/174/atom16,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/174/atom17,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/174/atom18,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/174/atom19,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/174/atom2,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/174/atom3', 'http://dl-learner.org/nctrer/174/atom4']",,
http://dl-learner.org/nctrer/174/atom20,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/174/atom21,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/174/atom22,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/174/atom23,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/174/atom24,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/174/atom25,2,,,['http://dl-learner.org/nctrer/atom/O'],,,
http://dl-learner.org/nctrer/174/atom26,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/174/atom27,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/174/atom28,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/174/atom29,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/174/atom3,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/174/atom30,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/174/atom31,2,,,['http://dl-learner.org/nctrer/atom/H'],,,
http://dl-learner.org/nctrer/174/atom32,2,,,['http://dl-learner.org/nctrer/atom/H'],,,
http://dl-learner.org/nctrer/174/atom33,2,,,['http://dl-learner.org/nctrer/atom/H'],,,
http://dl-learner.org/nctrer/174/atom34,2,,,['http://dl-learner.org/nctrer/atom/H'],,,
http://dl-learner.org/nctrer/174/atom4,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/174/atom5'],,
http://dl-learner.org/nctrer/174/atom5,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/174/atom6'],,
http://dl-learner.org/nctrer/174/atom6,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/174/atom7'],,
http://dl-learner.org/nctrer/174/atom7,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/174/atom8'],,
http://dl-learner.org/nctrer/174/atom8,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/174/atom9'],,
http://dl-learner.org/nctrer/174/atom9,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/175/atom1,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/175/atom19', 'http://dl-learner.org/nctrer/175/atom4', 'http://dl-learner.org/nctrer/175/atom7', 'http://dl-learner.org/nctrer/175/atom9']",,
http://dl-learner.org/nctrer/175/atom10,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/175/atom11,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/175/atom12,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/175/atom14'],,
http://dl-learner.org/nctrer/175/atom13,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/175/atom21'],,
http://dl-learner.org/nctrer/175/atom14,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/175/atom15,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/175/atom22'],,
http://dl-learner.org/nctrer/175/atom16,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/175/atom17', 'http://dl-learner.org/nctrer/175/atom27']",,
http://dl-learner.org/nctrer/175/atom17,2,,,['http://dl-learner.org/nctrer/atom/O'],['http://dl-learner.org/nctrer/175/atom18'],,
http://dl-learner.org/nctrer/175/atom18,2,,,['http://dl-learner.org/nctrer/atom/Cl'],['http://dl-learner.org/nctrer/175/atom20'],,
http://dl-learner.org/nctrer/175/atom19,2,,,['http://dl-learner.org/nctrer/atom/Cl'],,,
http://dl-learner.org/nctrer/175/atom2,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/175/atom13', 'http://dl-learner.org/nctrer/175/atom23', 'http://dl-learner.org/nctrer/175/atom3', 'http://dl-learner.org/nctrer/175/atom5']",,
http://dl-learner.org/nctrer/175/atom20,2,,,['http://dl-learner.org/nctrer/atom/Cl'],"['http://dl-learner.org/nctrer/175/atom24', 'http://dl-learner.org/nctrer/175/atom26']",,
http://dl-learner.org/nctrer/175/atom3,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/175/atom15', 'http://dl-learner.org/nctrer/175/atom8']",,
http://dl-learner.org/nctrer/175/atom4,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/175/atom12', 'http://dl-learner.org/nctrer/175/atom33', 'http://dl-learner.org/nctrer/175/atom6']",,
http://dl-learner.org/nctrer/175/atom5,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/175/atom11', 'http://dl-learner.org/nctrer/175/atom34', 'http://dl-learner.org/nctrer/175/atom6']",,
http://dl-learner.org/nctrer/175/atom6,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/175/atom10', 'http://dl-learner.org/nctrer/175/atom31']",,
http://dl-learner.org/nctrer/175/atom7,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/175/atom14', 'http://dl-learner.org/nctrer/175/atom16', 'http://dl-learner.org/nctrer/175/atom32']",,
http://dl-learner.org/nctrer/175/atom8,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/175/atom10'],,
http://dl-learner.org/nctrer/175/atom9,2,,,['http://dl-learner.org/nctrer/atom/O'],['http://dl-learner.org/nctrer/175/atom11'],,
http://dl-learner.org/nctrer/176/atom1,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/176/atom18', 'http://dl-learner.org/nctrer/176/atom19', 'http://dl-learner.org/nctrer/176/atom2', 'http://dl-learner.org/nctrer/176/atom20']",,
http://dl-learner.org/nctrer/176/atom10,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/176/atom11,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/176/atom12', 'http://dl-learner.org/nctrer/176/atom16']",,
http://dl-learner.org/nctrer/176/atom12,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/176/atom13'],,
http://dl-learner.org/nctrer/176/atom13,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/176/atom14'],,
http://dl-learner.org/nctrer/176/atom14,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/176/atom15', 'http://dl-learner.org/nctrer/176/atom17']",,
http://dl-learner.org/nctrer/176/atom15,2,,,['http://dl-learner.org/nctrer/atom/O'],['http://dl-learner.org/nctrer/176/atom16'],,
http://dl-learner.org/nctrer/176/atom2,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/176/atom11', 'http://dl-learner.org/nctrer/176/atom3']",,
http://dl-learner.org/nctrer/176/atom3,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/176/atom4', 'http://dl-learner.org/nctrer/176/atom8']",,
http://dl-learner.org/nctrer/176/atom4,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/176/atom5'],,
http://dl-learner.org/nctrer/176/atom5,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/176/atom6'],,
http://dl-learner.org/nctrer/176/atom6,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/176/atom7', 'http://dl-learner.org/nctrer/176/atom9']",,
http://dl-learner.org/nctrer/176/atom7,2,,,['http://dl-learner.org/nctrer/atom/O'],['http://dl-learner.org/nctrer/176/atom8'],,
http://dl-learner.org/nctrer/176/atom8,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/176/atom9,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/176/atom10'],,
http://dl-learner.org/nctrer/177/atom1,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/177/atom15', 'http://dl-learner.org/nctrer/177/atom2', 'http://dl-learner.org/nctrer/177/atom6']",,
http://dl-learner.org/nctrer/177/atom10,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/177/atom11'],,
http://dl-learner.org/nctrer/177/atom11,2,,,['http://dl-learner.org/nctrer/atom/O'],['http://dl-learner.org/nctrer/177/atom12'],,
http://dl-learner.org/nctrer/177/atom12,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/177/atom13'],,
http://dl-learner.org/nctrer/177/atom13,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/177/atom14'],,
http://dl-learner.org/nctrer/177/atom14,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/177/atom15,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/177/atom16,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/177/atom17,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/177/atom18,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/177/atom19,2,,,['http://dl-learner.org/nctrer/atom/O'],,,
http://dl-learner.org/nctrer/177/atom2,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/177/atom3'],,
http://dl-learner.org/nctrer/177/atom3,2,,,['http://dl-learner.org/nctrer/atom/Cl'],['http://dl-learner.org/nctrer/177/atom4'],,
http://dl-learner.org/nctrer/177/atom4,2,,,['http://dl-learner.org/nctrer/atom/Cl'],"['http://dl-learner.org/nctrer/177/atom5', 'http://dl-learner.org/nctrer/177/atom7']",,
http://dl-learner.org/nctrer/177/atom5,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/177/atom6'],,
http://dl-learner.org/nctrer/177/atom6,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/177/atom7,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/177/atom8'],,
http://dl-learner.org/nctrer/177/atom8,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/177/atom9'],,
http://dl-learner.org/nctrer/177/atom9,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/177/atom10'],,
http://dl-learner.org/nctrer/178/atom1,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/178/atom13', 'http://dl-learner.org/nctrer/178/atom2', 'http://dl-learner.org/nctrer/178/atom5']",,
http://dl-learner.org/nctrer/178/atom10,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/178/atom11,2,,,['http://dl-learner.org/nctrer/atom/O'],['http://dl-learner.org/nctrer/178/atom12'],,
http://dl-learner.org/nctrer/178/atom12,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/178/atom13,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/178/atom14', 'http://dl-learner.org/nctrer/178/atom18']",,
http://dl-learner.org/nctrer/178/atom14,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/178/atom15'],,
http://dl-learner.org/nctrer/178/atom15,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/178/atom16'],,
http://dl-learner.org/nctrer/178/atom16,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/178/atom17', 'http://dl-learner.org/nctrer/178/atom19']",,
http://dl-learner.org/nctrer/178/atom17,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/178/atom18'],,
http://dl-learner.org/nctrer/178/atom18,2,,,['http://dl-learner.org/nctrer/atom/O'],,,
http://dl-learner.org/nctrer/178/atom2,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/178/atom3', 'http://dl-learner.org/nctrer/178/atom4']",,
http://dl-learner.org/nctrer/178/atom3,2,,,['http://dl-learner.org/nctrer/atom/Cl'],,,
http://dl-learner.org/nctrer/178/atom4,2,,,['http://dl-learner.org/nctrer/atom/Cl'],,,
http://dl-learner.org/nctrer/178/atom5,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/178/atom10', 'http://dl-learner.org/nctrer/178/atom6']",,
http://dl-learner.org/nctrer/178/atom6,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/178/atom7'],,
http://dl-learner.org/nctrer/178/atom7,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/178/atom8'],,
http://dl-learner.org/nctrer/178/atom8,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/178/atom11', 'http://dl-learner.org/nctrer/178/atom9']",,
http://dl-learner.org/nctrer/178/atom9,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/178/atom10'],,
http://dl-learner.org/nctrer/179/atom1,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/179/atom12', 'http://dl-learner.org/nctrer/179/atom2', 'http://dl-learner.org/nctrer/179/atom5']",,
http://dl-learner.org/nctrer/179/atom10,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/179/atom11,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/179/atom12,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/179/atom13', 'http://dl-learner.org/nctrer/179/atom17']",,
http://dl-learner.org/nctrer/179/atom13,2,,,['http://dl-learner.org/nctrer/atom/O'],['http://dl-learner.org/nctrer/179/atom14'],,
http://dl-learner.org/nctrer/179/atom14,2,,,['http://dl-learner.org/nctrer/atom/O'],['http://dl-learner.org/nctrer/179/atom15'],,
http://dl-learner.org/nctrer/179/atom15,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/179/atom16', 'http://dl-learner.org/nctrer/179/atom18']",,
http://dl-learner.org/nctrer/179/atom16,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/179/atom17'],,
http://dl-learner.org/nctrer/179/atom17,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/179/atom18,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/179/atom19,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/179/atom2,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/179/atom3', 'http://dl-learner.org/nctrer/179/atom4']",,
http://dl-learner.org/nctrer/179/atom20,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/179/atom21,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/179/atom22,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/179/atom23,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/179/atom24,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/179/atom25,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/179/atom26,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/179/atom3,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/179/atom4,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/179/atom5,2,,,['http://dl-learner.org/nctrer/atom/O'],"['http://dl-learner.org/nctrer/179/atom10', 'http://dl-learner.org/nctrer/179/atom6']",,
http://dl-learner.org/nctrer/179/atom6,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/179/atom7'],,
http://dl-learner.org/nctrer/179/atom7,2,,,['http://dl-learner.org/nctrer/atom/O'],['http://dl-learner.org/nctrer/179/atom8'],,
http://dl-learner.org/nctrer/179/atom8,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/179/atom11', 'http://dl-learner.org/nctrer/179/atom9']",,
http://dl-learner.org/nctrer/179/atom9,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/179/atom10'],,
http://dl-learner.org/nctrer/18/atom1,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/18/atom10', 'http://dl-learner.org/nctrer/18/atom2', 'http://dl-learner.org/nctrer/18/atom3']",,
http://dl-learner.org/nctrer/18/atom10,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/18/atom11,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/18/atom12'],,
http://dl-learner.org/nctrer/18/atom12,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/18/atom13,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/18/atom14', 'http://dl-learner.org/nctrer/18/atom15', 'http://dl-learner.org/nctrer/18/atom19']",,
http://dl-learner.org/nctrer/18/atom14,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/18/atom18'],,
http://dl-learner.org/nctrer/18/atom15,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/18/atom16', 'http://dl-learner.org/nctrer/18/atom20']",,
http://dl-learner.org/nctrer/18/atom16,2,,,['http://dl-learner.org/nctrer/atom/O'],"['http://dl-learner.org/nctrer/18/atom17', 'http://dl-learner.org/nctrer/18/atom31']",,
http://dl-learner.org/nctrer/18/atom17,2,,,['http://dl-learner.org/nctrer/atom/Cl'],"['http://dl-learner.org/nctrer/18/atom18', 'http://dl-learner.org/nctrer/18/atom24']",,
http://dl-learner.org/nctrer/18/atom18,2,,,['http://dl-learner.org/nctrer/atom/Cl'],,,
http://dl-learner.org/nctrer/18/atom19,2,,,['http://dl-learner.org/nctrer/atom/Cl'],['http://dl-learner.org/nctrer/18/atom22'],,
http://dl-learner.org/nctrer/18/atom2,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/18/atom22'],,
http://dl-learner.org/nctrer/18/atom3,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/18/atom4', 'http://dl-learner.org/nctrer/18/atom5']",,
http://dl-learner.org/nctrer/18/atom4,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/18/atom5,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/18/atom6', 'http://dl-learner.org/nctrer/18/atom7']",,
http://dl-learner.org/nctrer/18/atom6,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/18/atom7,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/18/atom8', 'http://dl-learner.org/nctrer/18/atom9']",,
http://dl-learner.org/nctrer/18/atom8,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/18/atom9,2,,,['http://dl-learner.org/nctrer/atom/O'],"['http://dl-learner.org/nctrer/18/atom10', 'http://dl-learner.org/nctrer/18/atom11']",,
http://dl-learner.org/nctrer/180/atom1,2,,,['http://dl-learner.org/nctrer/atom/O'],['http://dl-learner.org/nctrer/180/atom2'],,
http://dl-learner.org/nctrer/180/atom10,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/180/atom11'],,
http://dl-learner.org/nctrer/180/atom11,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/180/atom12'],,
http://dl-learner.org/nctrer/180/atom12,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/180/atom13', 'http://dl-learner.org/nctrer/180/atom14']",,
http://dl-learner.org/nctrer/180/atom13,2,,,['http://dl-learner.org/nctrer/atom/C'],,,
http://dl-learner.org/nctrer/180/atom14,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/180/atom15'],,
http://dl-learner.org/nctrer/180/atom15,2,,,['http://dl-learner.org/nctrer/atom/C'],['http://dl-learner.org/nctrer/180/atom16'],,
http://dl-learner.org/nctrer/180/atom16,2,,,['http://dl-learner.org/nctrer/atom/C'],"['http://dl-learner.org/nctrer/180/atom17', 'http://dl-learner.org/nctrer/180/atom21']",,
http://dl-learner.org/nctrer/180/atom17,2,,,['http://dl-learner.org/nctrer/atom/O'],['http://dl-learner.org/nctrer/180/atom18'],,
